PLATE MJD FIBER THING_ID RUN RERUN CAMCOL FIELD ID
7664 57367 620 335026455 4135 301 5 301 457
7664 57367 648 338337712 4851 301 6 43 715
7664 57367 674 343084446 4135 301 6 295 195
7664 57367 687 338217954 4135 301 6 299 645
7664 57367 704 344842358 4152 301 6 116 232
7664 57367 752 342510299 4152 301 6 118 483
7664 57367 762 340060376 4152 301 6 120 692
7664 57367 783 346858088 8103 301 3 111 397
7664 57367 852 336728691 7708 301 6 223 363
7664 57367 859 336728647 7708 301 6 223 233
7664 57367 886 338509713 4851 301 6 50 474
7664 57367 989 338593683 4851 301 6 54 699
7665 57328 17 316989818 7917 301 6 120 451
7665 57328 42 308236142 8108 301 4 255 319
7665 57328 56 309984742 7917 301 4 118 329
7665 57328 82 308206129 8108 301 4 254 505
7665 57328 100 309984912 7917 301 4 118 179
7665 57328 112 313370047 7917 301 5 116 426
7665 57328 147 311586345 8108 301 5 251 708
7665 57328 150 313337852 7917 301 5 115 313
7665 57328 157 315093994 8108 301 6 251 452
7665 57328 201 306336105 7917 301 3 113 312
7665 57328 228 316814513 7917 301 6 113 307
7665 57328 238 316814570 7917 301 6 113 264
7665 57328 248 308061398 8108 301 4 249 509
7665 57328 272 315001505 8108 301 6 248 315
7665 57328 283 306272686 7917 301 3 111 358
7665 57328 296 311501007 8108 301 5 248 549
7665 57328 335 311473819 8108 301 5 247 480
7665 57328 349 313131119 7917 301 5 108 564
7665 57328 362 306178003 7917 301 3 108 547
7665 57328 390 314894428 8108 301 6 245 322
7665 57328 453 311257854 8108 301 5 241 379
7665 57328 454 311303600 8108 301 5 242 605
7665 57328 532 319866253 4851 301 1 30 331
7665 57328 544 326810078 4135 301 1 305 532
7665 57328 584 327284719 4851 301 3 34 433
7665 57328 759 323802929 4851 301 2 38 368
7665 57328 774 320195942 4851 301 1 38 454
7665 57328 878 323917915 4851 301 2 41 565
7665 57328 938 318528880 7708 301 1 217 263
7665 57328 944 327494332 4135 301 5 307 524
7665 57328 960 324013229 4851 301 2 44 436
7666 57339 14 330954690 4851 301 4 36 706
7666 57339 38 333476307 4135 301 3 301 363
7666 57339 76 332620021 4135 301 2 301 760
7666 57339 88 323647300 4851 301 2 34 501
7666 57339 164 319815469 4851 301 1 29 645
7666 57339 166 323456464 4851 301 2 30 753
7666 57339 176 327145765 4851 301 3 31 500
7666 57339 194 333057067 4135 301 1 300 396
7666 57339 238 334287497 4851 301 5 30 553
7666 57339 274 332444517 4836 301 5 363 361
7666 57339 331 323265857 7699 301 2 80 520
7666 57339 339 326892363 7699 301 3 80 543
7666 57339 355 332212935 4836 301 5 359 419
7666 57339 380 326841433 7699 301 3 79 505
7666 57339 392 330396694 7699 301 4 78 577
7666 57339 400 332165161 4836 301 5 358 594
7666 57339 430 330349388 7699 301 4 77 575
7666 57339 438 330295161 7699 301 4 76 447
7666 57339 442 323107150 7699 301 2 77 331
7666 57339 518 333758813 7699 301 5 74 690
7666 57339 541 340617636 8110 301 1 219 666
7666 57339 600 337495786 7699 301 6 77 772
7666 57339 616 333984019 7699 301 5 78 480
7666 57339 619 333908713 7699 301 5 77 575
7666 57339 628 342651992 8103 301 2 90 165
7666 57339 660 334039435 7699 301 5 79 1159
7666 57339 668 340913433 8110 301 1 224 763
7666 57339 682 337686936 7699 301 6 81 536
7666 57339 708 342746533 8103 301 2 92 323
7666 57339 786 340453156 4135 301 1 294 600
7666 57339 802 337982607 4135 301 1 296 694
7666 57339 806 337982485 4135 301 1 296 554
7666 57339 808 337982579 4135 301 1 296 519
7666 57339 823 343433108 4152 301 1 114 543
7666 57339 840 337877400 4851 301 6 31 788
7666 57339 866 343433465 4152 301 1 114 530
7666 57339 876 339851945 4152 301 1 117 399
7666 57339 961 338064955 4851 301 6 35 457
7666 57339 996 334544759 4851 301 5 36 312
7669 57329 41 313082854 7917 301 6 58 524
7669 57329 47 316118731 7699 301 1 39 545
7669 57329 64 317636381 7708 301 2 157 496
7669 57329 81 311059019 8108 301 6 192 59
7669 57329 82 311058932 8108 301 6 192 365
7669 57329 84 311059176 8108 301 6 192 362
7669 57329 90 312762170 7917 301 6 55 420
7669 57329 152 319104561 7699 301 2 34 473
7669 57329 166 308984842 7917 301 5 52 385
7669 57329 172 317153224 7708 301 2 153 634
7669 57329 176 313683264 7708 301 1 153 433
7669 57329 198 320878038 7708 301 3 154 602
7669 57329 211 313519418 7708 301 1 152 450
7669 57329 224 317004769 7708 301 2 152 583
7669 57329 233 318874171 7699 301 2 32 491
7669 57329 238 320771668 7708 301 3 153 540
7669 57329 245 310642010 8108 301 6 188 504
7669 57329 290 313376947 7708 301 1 151 442
7669 57329 348 316482566 7708 301 2 148 482
7669 57329 350 318285836 7699 301 2 28 1024
7669 57329 373 314774203 7699 301 1 28 634
7669 57329 374 314774003 7699 301 1 28 637
7669 57329 428 318033053 7699 301 2 26 1006
7669 57329 473 319528253 7708 301 3 144 638
7669 57329 482 315819990 7708 301 2 143 446
7669 57329 498 321082097 7699 301 3 22 499
7669 57329 500 321209420 7699 301 3 23 774
7669 57329 521 326846762 4836 301 5 305 636
7669 57329 552 328708047 7699 301 5 25 775
7669 57329 614 323528685 7708 301 4 147 360
7669 57329 618 323528677 7708 301 4 147 310
7669 57329 669 331096973 4836 301 6 310 734
7669 57329 689 322150703 7699 301 3 30 794
7669 57329 702 333233969 7699 301 6 32 683
7669 57329 711 329371331 7699 301 5 30 567
7669 57329 749 331554921 4836 301 6 313 369
7669 57329 769 324398953 7708 301 4 153 502
7669 57329 784 333400202 7699 301 6 33 516
7669 57329 812 324399065 7708 301 4 153 476
7669 57329 862 333640043 7699 301 6 35 530
7669 57329 900 322838562 7699 301 3 35 449
7669 57329 914 328686412 4836 301 5 319 462
7669 57329 915 328585560 4836 301 5 318 559
7669 57329 926 324853044 7708 301 4 157 777
7669 57329 938 323190377 7699 301 3 38 472
7669 57329 952 323190020 7699 301 3 38 955
7669 57329 988 327146985 7699 301 4 41 659
7670 57328 31 315964184 7708 301 2 144 442
7670 57328 36 317745630 7699 301 2 24 513
7670 57328 68 315690922 7708 301 2 142 598
7670 57328 72 315691179 7708 301 2 142 686
7670 57328 100 313976842 7699 301 1 22 659
7670 57328 118 317357847 7699 301 2 21 894
7670 57328 121 312068950 4836 301 1 301 460
7670 57328 202 307179964 7917 301 5 37 671
7670 57328 217 313380051 7699 301 1 18 606
7670 57328 290 307522618 6354 301 6 184 577
7670 57328 311 314830258 7708 301 2 136 629
7670 57328 318 318334823 7708 301 3 136 674
7670 57328 339 312944071 7699 301 1 15 621
7670 57328 354 316270240 7699 301 2 14 862
7670 57328 367 309745000 6354 301 6 182 793
7670 57328 377 313030797 6354 301 6 179 671
7670 57328 396 318036690 7708 301 3 134 314
7670 57328 402 308391627 8108 301 6 170 694
7670 57328 418 312506874 7699 301 1 12 544
7670 57328 427 314014190 6366 301 6 100 629
7670 57328 453 312545670 6354 301 5 178 373
7670 57328 473 317521208 6354 301 6 175 357
7670 57328 504 323200811 4822 301 2 427 445
7670 57328 522 322048875 6354 301 6 171 821
7670 57328 536 319729236 4822 301 1 426 519
7670 57328 540 319788556 6354 301 6 173 419
7670 57328 544 325982593 4822 301 2 430 659
7670 57328 562 322975784 7699 301 4 11 585
7670 57328 664 327348545 7699 301 5 16 543
7670 57328 676 325265954 4822 301 1 432 573
7670 57328 683 323747397 7699 301 4 16 561
7670 57328 744 331240121 7699 301 6 18 589
7670 57328 780 318652749 7708 301 3 138 386
7670 57328 797 325967453 4836 301 5 299 425
7670 57328 826 328030795 7699 301 5 20 602
7670 57328 941 325093193 7699 301 4 25 529
7670 57328 972 324956661 7699 301 4 24 497
7671 57360 50 344435321 7757 301 2 89 337
7671 57360 142 349549306 8056 301 4 11 525
7671 57360 154 351264056 7757 301 4 88 297
7671 57360 203 342886813 8103 301 2 156 502
7671 57360 290 341249588 7757 301 1 84 51
7671 57360 334 341308985 7757 301 1 83 376
7671 57360 426 348227234 7757 301 3 80 337
7671 57360 427 348227512 7757 301 3 80 341
7671 57360 448 344885205 7757 301 2 79 342
7671 57360 484 348367639 7757 301 3 76 468
7671 57360 509 353489618 8103 301 5 145 382
7671 57360 537 351733992 7757 301 4 78 572
7671 57360 554 358418550 7757 301 6 78 179
7671 57360 562 356722257 8103 301 6 149 369
7671 57360 580 351646269 7757 301 4 80 359
7671 57360 674 359755953 8116 301 1 286 455
7671 57360 682 356597956 8103 301 6 152 503
7671 57360 714 359718243 8116 301 1 287 484
7671 57360 748 361328869 8105 301 1 13 197
7671 57360 793 358138338 7757 301 6 85 560
7671 57360 853 352949289 8103 301 5 158 453
7671 57360 854 356371189 8103 301 6 157 652
7671 57360 870 359388532 8116 301 1 293 489
7671 57360 873 359444993 8116 301 1 292 504
7671 57360 876 357993584 7757 301 6 88 478
7671 57360 955 357767459 7757 301 6 92 322
7671 57360 973 354399993 7757 301 5 92 518
7671 57360 976 354400025 7757 301 5 92 39
7672 57339 22 319413482 8055 301 1 47 294
7672 57339 23 317647825 4843 301 1 13 582
7672 57339 25 319413528 8055 301 1 47 448
7672 57339 88 321367867 4843 301 2 11 480
7672 57339 162 311164459 7932 301 5 75 358
7672 57339 180 317940496 7708 301 1 269 451
7672 57339 192 321573574 7708 301 2 268 760
7672 57339 222 319804439 8055 301 1 40 326
7672 57339 237 323406009 8055 301 2 40 368
7672 57339 247 312953215 7917 301 5 167 445
7672 57339 249 314738848 7932 301 6 73 384
7672 57339 276 321685650 7708 301 2 266 552
7672 57339 306 319949301 8055 301 1 37 489
7672 57339 338 316539148 7917 301 6 165 413
7672 57339 348 320031164 8055 301 1 35 611
7672 57339 350 320030623 8055 301 1 35 421
7672 57339 453 316731740 7917 301 6 160 567
7672 57339 456 316805950 7917 301 6 158 297
7672 57339 521 327424921 8055 301 3 31 353
7672 57339 539 323793586 8055 301 2 31 850
7672 57339 586 334532559 8055 301 5 33 270
7672 57339 589 330903337 8055 301 4 34 75
7672 57339 617 323723502 8055 301 2 33 827
7672 57339 641 327236112 8055 301 3 36 427
7672 57339 664 334415726 8055 301 5 36 584
7672 57339 674 334415164 8055 301 5 36 473
7672 57339 678 330819831 8055 301 4 36 532
7672 57339 687 327235731 8055 301 3 36 439
7672 57339 691 325396136 7708 301 3 264 368
7672 57339 698 323544087 8055 301 2 37 456
7672 57339 700 323544106 8055 301 2 37 479
7672 57339 712 332577875 7708 301 5 265 373
7672 57339 721 327191258 8055 301 3 37 331
7672 57339 734 325346113 7708 301 3 265 347
7672 57339 771 325310250 7708 301 3 266 361
7672 57339 780 323449346 8055 301 2 39 188
7672 57339 784 332538000 7708 301 5 266 744
7672 57339 843 326987252 8055 301 3 41 55
7672 57339 906 332285636 7708 301 5 271 478
7672 57339 912 330441039 8055 301 4 44 419
7672 57339 927 328640178 7708 301 4 272 489
7672 57339 930 325016692 4843 301 3 11 197
7672 57339 972 324950920 4843 301 3 12 455
7672 57339 982 328542046 4843 301 4 13 441
7673 57329 16 335012910 4843 301 6 23 422
7673 57329 20 336912696 8055 301 6 55 302
7673 57329 24 331628334 4843 301 5 21 438
7673 57329 44 328111293 4843 301 4 20 757
7673 57329 55 329898087 8055 301 4 53 759
7673 57329 58 329764642 8055 301 4 55 273
7673 57329 127 330091098 8055 301 4 50 787
7673 57329 134 330090922 8055 301 4 50 445
7673 57329 141 331878775 4843 301 5 17 363
7673 57329 145 333690834 8055 301 5 50 765
7673 57329 146 333690354 8055 301 5 50 514
7673 57329 162 324712705 4843 301 3 16 769
7673 57329 192 331940866 4843 301 5 16 411
7673 57329 223 332057147 4843 301 5 14 593
7673 57329 228 333801457 8055 301 5 48 486
7673 57329 238 335639138 4843 301 6 14 713
7673 57329 272 332109438 4843 301 5 13 784
7673 57329 273 335693220 4843 301 6 13 264
7673 57329 335 330388385 8055 301 4 45 363
7673 57329 346 333971389 8055 301 5 45 603
7673 57329 349 332220083 4843 301 5 11 166
7673 57329 354 335812468 4843 301 6 11 427
7673 57329 357 335857378 7708 301 6 271 685
7673 57329 375 325017054 4843 301 3 11 236
7673 57329 392 334071233 8055 301 5 43 447
7673 57329 400 335903420 7708 301 6 270 261
7673 57329 414 328747145 7708 301 4 270 289
7673 57329 472 334227693 8055 301 5 40 41
7673 57329 484 330734285 8055 301 4 38 827
7673 57329 494 334325457 8055 301 5 38 508
7673 57329 529 337832081 8055 301 6 39 528
7673 57329 575 339312636 8056 301 1 11 485
7673 57329 590 344435323 7757 301 2 89 340
7673 57329 594 342778068 8056 301 2 11 493
7673 57329 616 339252639 8056 301 1 12 446
7673 57329 620 335950435 7708 301 6 269 430
7673 57329 632 344375746 7757 301 2 90 380
7673 57329 656 337633433 8055 301 6 43 653
7673 57329 664 346009405 8056 301 3 14 467
7673 57329 671 342569212 8056 301 2 15 879
7673 57329 697 337535080 8055 301 6 45 663
7673 57329 740 335751011 4843 301 6 12 428
7673 57329 768 338911067 8056 301 1 18 366
7673 57329 833 342237500 8056 301 2 20 443
7673 57329 924 340326062 7757 301 1 100 341
7673 57329 962 341852977 8056 301 2 25 437
7673 57329 966 340139400 7757 301 1 102 634
7673 57329 990 338354350 8056 301 1 25 903
7673 57329 991 339968395 7757 301 1 104 509
7674 57359 56 344751399 8056 301 3 31 351
7674 57359 89 346581944 7757 301 3 107 345
7674 57359 99 348291793 8056 301 4 29 94
7674 57359 128 345086444 8056 301 3 27 695
7674 57359 153 350121344 7757 301 4 105 341
7674 57359 184 348459191 8056 301 4 27 398
7674 57359 220 346871709 7757 301 3 103 655
7674 57359 378 347275396 7757 301 3 98 724
7674 57359 400 350730131 7757 301 4 97 430
7674 57359 521 357650642 7757 301 6 94 596
7674 57359 546 360757393 8105 301 1 23 284
7674 57359 562 357524740 7757 301 6 96 106
7674 57359 574 355921525 8056 301 6 18 702
7674 57359 618 354167952 7757 301 5 96 703
7674 57359 620 354031166 7757 301 5 98 193
7674 57359 678 358687294 8116 301 1 303 515
7674 57359 698 353973274 7757 301 5 99 337
7674 57359 711 361860867 8116 301 2 305 440
7674 57359 731 355556963 8056 301 6 23 654
7674 57359 788 363441638 8105 301 2 31 473
7674 57359 824 361604933 8116 301 2 308 603
7674 57359 850 355302588 8056 301 6 26 452
7674 57359 872 361520735 8116 301 2 309 488
7674 57359 912 361434377 8116 301 2 310 671
7675 57327 12 319847761 4843 301 2 32 474
7675 57327 18 321637041 8055 301 2 65 581
7675 57327 23 320017804 4843 301 2 30 585
7675 57327 26 318121194 8055 301 1 64 447
7675 57327 29 318121330 8055 301 1 64 303
7675 57327 32 320017792 4843 301 2 30 572
7675 57327 68 318208125 8055 301 1 63 328
7675 57327 118 321986535 8055 301 2 61 349
7675 57327 140 315255687 7917 301 6 188 508
7675 57327 180 315255680 7917 301 6 188 483
7675 57327 182 316737921 4843 301 1 26 394
7675 57327 200 322231412 8055 301 2 58 934
7675 57327 228 316894035 4843 301 1 24 683
7675 57327 264 316894262 4843 301 1 24 592
7675 57327 298 315569663 7917 301 6 184 639
7675 57327 317 320584751 4843 301 2 23 356
7675 57327 340 315569589 7917 301 6 184 239
7675 57327 388 317299133 4843 301 1 19 593
7675 57327 424 317364480 4843 301 1 18 486
7675 57327 437 320970277 4843 301 2 18 370
7675 57327 440 321032981 4843 301 2 17 957
7675 57327 463 317492928 4843 301 1 16 548
7675 57327 506 326600802 8055 301 3 48 705
7675 57327 519 321151275 4843 301 2 15 356
7675 57327 549 328280910 4843 301 4 17 424
7675 57327 570 324599412 4843 301 3 18 409
7675 57327 667 331627791 4843 301 5 21 410
7675 57327 680 328034842 4843 301 4 21 85
7675 57327 706 333237775 8055 301 5 56 398
7675 57327 718 327845814 4843 301 4 23 368
7675 57327 722 327846354 4843 301 4 23 373
7675 57327 724 325946392 8055 301 3 57 391
7675 57327 742 333155263 8055 301 5 57 359
7675 57327 743 333238344 8055 301 5 56 839
7675 57327 750 329658304 8055 301 4 56 770
7675 57327 816 324040628 4843 301 3 25 772
7675 57327 838 327666043 4843 301 4 25 452
7675 57327 866 332900770 8055 301 5 60 434
7675 57327 871 329311828 8055 301 4 60 551
7675 57327 899 321986102 8055 301 2 61 346
7675 57327 961 327249389 4843 301 4 30 695
7676 57329 26 333727872 4843 301 6 38 416
7676 57329 104 333805870 4843 301 6 37 437
7676 57329 164 326889466 4843 301 4 34 605
7676 57329 166 330487627 4843 301 5 34 400
7676 57329 186 334069268 4843 301 6 34 776
7676 57329 200 337316570 8056 301 1 37 462
7676 57329 206 328803446 8055 301 4 66 362
7676 57329 246 328802813 8055 301 4 66 343
7676 57329 248 330655223 4843 301 5 32 428
7676 57329 278 337515894 8056 301 1 35 469
7676 57329 288 328968436 8055 301 4 64 422
7676 57329 308 334501781 4843 301 6 29 823
7676 57329 334 330831786 4843 301 5 30 422
7676 57329 361 327325067 4843 301 4 29 428
7676 57329 372 329150738 8055 301 4 62 556
7676 57329 376 330908517 4843 301 5 29 452
7676 57329 428 334747790 4843 301 6 26 986
7676 57329 433 334747378 4843 301 6 26 530
7676 57329 464 334831976 4843 301 6 25 724
7676 57329 529 338120793 8056 301 1 28 379
7676 57329 541 346744381 7757 301 3 105 357
7676 57329 570 339732036 7757 301 1 107 304
7676 57329 587 348140500 8056 301 4 31 613
7676 57329 684 341246099 8056 301 2 32 694
7676 57329 690 342838133 7757 301 2 111 351
7676 57329 700 337759272 8056 301 1 32 917
7676 57329 740 337599214 8056 301 1 34 465
7676 57329 744 347781277 8056 301 4 35 593
7676 57329 765 342752197 7757 301 2 112 740
7676 57329 769 340973318 8056 301 2 35 423
7676 57329 771 340900213 8056 301 2 36 657
7676 57329 820 339100283 7757 301 1 114 322
7676 57329 834 345856179 7757 301 3 115 222
7676 57329 842 344125683 8056 301 3 38 540
7676 57329 854 339024142 7757 301 1 115 318
7676 57329 873 345770917 7757 301 3 116 508
7676 57329 900 337124375 8056 301 1 39 631
7676 57329 921 342282223 7757 301 2 117 560
7676 57329 982 345369400 7757 301 3 120 382
7677 57363 6 349467282 8056 301 5 51 174
7677 57363 23 353184285 8056 301 6 48 751
7677 57363 66 349812063 8056 301 5 48 702
7677 57363 69 351550993 7757 301 5 125 421
7677 57363 78 353291113 8056 301 6 47 750
7677 57363 90 344894895 7757 301 3 124 441
7677 57363 92 344894860 7757 301 3 124 398
7677 57363 96 348161327 7757 301 4 125 279
7677 57363 102 350041096 8056 301 5 46 504
7677 57363 116 353394542 8056 301 6 46 788
7677 57363 170 346864048 8056 301 4 44 730
7677 57363 184 350155090 8056 301 5 45 367
7677 57363 218 346984391 8056 301 4 43 537
7677 57363 353 352526256 7757 301 5 116 302
7677 57363 372 345770692 7757 301 3 116 616
7677 57363 421 349328566 7757 301 4 114 212
7677 57363 430 350995214 8056 301 5 37 592
7677 57363 436 350994880 8056 301 5 37 414
7677 57363 447 346043306 7757 301 3 113 426
7677 57363 510 356345320 7757 301 6 111 269
7677 57363 528 357638054 8116 301 1 315 518
7677 57363 538 354621848 8056 301 6 34 738
7677 57363 555 357637767 8116 301 1 315 664
7677 57363 584 362332090 8105 301 2 43 542
7677 57363 628 362332382 8105 301 2 43 248
7677 57363 642 358923124 8105 301 1 44 407
7677 57363 673 360571665 8116 301 2 319 495
7677 57363 742 365287754 8105 301 3 46 735
7677 57363 748 365287882 8105 301 3 46 587
7677 57363 809 356664919 8116 301 1 324 574
7677 57363 838 360007545 8116 301 2 324 254
7677 57363 842 358206055 8105 301 1 50 550
7677 57363 848 356550738 8116 301 1 325 782
7677 57363 900 353516856 8056 301 6 45 750
7677 57363 920 359777974 8116 301 2 326 951
7677 57363 926 356205750 8116 301 1 328 865
7677 57363 993 355851952 8116 301 1 331 411
7678 57282 120 320577584 8055 301 2 76 343
7678 57282 216 314149123 7917 301 6 202 400
7678 57282 288 314232447 7917 301 6 201 647
7678 57282 290 312575154 7932 301 6 106 231
7678 57282 309 319295045 4843 301 2 38 448
7678 57282 324 315714542 4843 301 1 38 619
7678 57282 340 312667709 7932 301 6 105 385
7678 57282 358 319189928 4843 301 2 39 641
7678 57282 386 319389962 4843 301 2 37 748
7678 57282 402 315885984 4843 301 1 36 502
7678 57282 432 317589672 8055 301 1 70 520
7678 57282 438 319465998 4843 301 2 36 396
7678 57282 499 315989141 4843 301 1 35 470
7678 57282 510 328715696 8055 301 4 67 404
7678 57282 546 323358565 4843 301 3 33 819
7678 57282 604 328440007 8055 301 4 70 414
7678 57282 640 322981388 4843 301 3 37 648
7678 57282 664 324812281 8055 301 3 70 642
7678 57282 672 322982123 4843 301 3 37 483
7678 57282 746 329950783 4843 301 5 40 402
7678 57282 782 326341695 4843 301 4 40 684
7678 57282 792 322713600 4843 301 3 40 931
7678 57282 827 324354798 8055 301 3 75 318
7678 57282 864 326148643 4843 301 4 42 1065
7678 57282 870 324209830 8055 301 3 76 690
7678 57282 888 325861235 4843 301 4 44 309
7678 57282 914 327470948 8055 301 4 79 591
7678 57282 920 327586138 8055 301 4 78 569
7678 57282 934 323842044 8055 301 3 79 417
7678 57282 956 327345219 8055 301 4 80 341
7678 57282 958 329021113 4843 301 5 48 440
7678 57282 981 325408272 4843 301 4 48 450
7679 57367 7 333750920 4829 301 4 111 387
7679 57367 41 327786827 4829 301 5 106 388
7679 57367 117 335833500 4829 301 6 112 623
7679 57367 189 332263232 4843 301 6 51 757
7679 57367 250 327008475 8055 301 4 83 426
7679 57367 262 330702573 8055 301 5 82 14
7679 57367 296 328912573 4843 301 5 49 403
7679 57367 346 332725109 4843 301 6 47 723
7679 57367 352 332829917 4843 301 6 46 255
7679 57367 353 332829638 4843 301 6 46 449
7679 57367 388 334736240 8055 301 6 78 574
7679 57367 407 327586149 8055 301 4 78 583
7679 57367 410 327586147 8055 301 4 78 581
7679 57367 473 333424231 4843 301 6 41 448
7679 57367 479 335136072 8055 301 6 75 430
7679 57367 500 336677542 8056 301 1 43 499
7679 57367 509 340063910 8056 301 2 44 695
7679 57367 602 341381211 7757 301 2 125 357
7679 57367 612 337895395 7757 301 1 125 530
7679 57367 634 343056785 8056 301 3 48 325
7679 57367 643 341149080 7757 301 2 127 397
7679 57367 652 339506067 8056 301 2 49 664
7679 57367 682 339383700 8056 301 2 50 634
7679 57367 716 342831844 8056 301 3 50 843
7679 57367 720 342721152 8056 301 3 51 805
7679 57367 722 340917351 7757 301 2 129 393
7679 57367 748 345987762 8056 301 4 52 952
7679 57367 760 342610212 8056 301 3 52 689
7679 57367 818 337077325 7757 301 1 132 180
7679 57367 833 344096356 7757 301 3 131 650
7679 57367 850 338797984 8056 301 2 55 586
7679 57367 874 342240129 8056 301 3 55 435
7679 57367 892 338688970 8056 301 2 56 675
7679 57367 916 344466024 4829 301 6 119 476
7679 57367 983 339176798 4829 301 5 115 491
7681 57042 72 317725023 8055 301 2 99 313
7681 57042 78 317868224 8055 301 2 98 610
7681 57042 98 314978662 4829 301 2 97 200
7681 57042 143 318264760 8055 301 2 95 786
7681 57042 148 318132028 8055 301 2 96 412
7681 57042 152 318132024 8055 301 2 96 408
7681 57042 180 315490368 4800 301 2 78 590
7681 57042 195 318264892 8055 301 2 95 473
7681 57042 212 312914908 4829 301 3 95 188
7681 57042 218 314881504 8055 301 1 94 464
7681 57042 233 316858732 4843 301 2 59 822
7681 57042 244 308514271 4800 301 3 72 622
7681 57042 250 312190879 4800 301 3 75 655
7681 57042 258 313346930 4843 301 1 59 405
7681 57042 267 316858653 4843 301 2 59 470
7681 57042 314 318343995 4829 301 4 99 508
7681 57042 354 315065380 4800 301 4 77 659
7681 57042 403 307579416 4829 301 5 90 805
7681 57042 419 314236078 4800 301 5 76 538
7681 57042 425 314124659 4843 301 1 53 355
7681 57042 443 310496777 4829 301 6 92 374
7681 57042 504 323284518 8055 301 3 84 462
7681 57042 628 326974891 4800 301 5 86 462
7681 57042 644 323900480 4829 301 5 103 274
7681 57042 646 323900625 4829 301 5 103 781
7681 57042 671 326513319 4829 301 5 105 739
7681 57042 694 321395721 4800 301 4 82 370
7681 57042 772 322270243 8055 301 3 92 774
7681 57042 784 331137273 4829 301 4 109 542
7681 57042 791 325734260 8055 301 4 93 411
7681 57042 846 323776028 4843 301 4 61 458
7681 57042 856 321995579 8055 301 3 94 172
7681 57042 890 321864367 8055 301 3 95 296
7681 57042 896 321729814 8055 301 3 96 398
7681 57042 904 330968534 4843 301 6 61 677
7681 57042 962 323862639 4829 301 2 104 765
7681 57042 974 322648574 4829 301 2 103 363
7681 57042 990 321311239 8055 301 3 99 290
7684 57286 2 315159915 8055 301 2 116 818
7684 57286 20 316875884 4843 301 3 83 329
7684 57286 69 315513260 8055 301 2 114 550
7684 57286 127 308217442 7932 301 6 145 474
7684 57286 211 311047213 4843 301 1 76 508
7684 57286 242 308641111 7932 301 6 142 247
7684 57286 255 312926085 8055 301 1 108 810
7684 57286 288 313076424 8055 301 1 107 794
7684 57286 323 311477698 4843 301 1 73 441
7684 57286 324 307015197 7917 301 5 235 311
7684 57286 350 316853694 8055 301 2 105 445
7684 57286 366 311609353 4843 301 1 72 487
7684 57286 385 316999633 8055 301 2 104 300
7684 57286 412 313524521 8055 301 1 104 384
7684 57286 442 309375152 7932 301 6 136 233
7684 57286 539 319571042 4829 301 1 101 502
7684 57286 549 326712691 4843 301 5 66 452
7684 57286 612 322578056 4843 301 4 70 432
7684 57286 623 329907734 4843 301 6 69 885
7684 57286 625 329770388 4843 301 6 70 389
7684 57286 628 329573226 4843 301 6 71 340
7684 57286 671 327817438 8055 301 5 104 451
7684 57286 723 323881907 8055 301 4 106 495
7684 57286 770 321886230 4843 301 4 74 326
7684 57286 781 331830226 8056 301 1 78 350
7684 57286 800 325495895 4843 301 5 74 865
7684 57286 891 323274350 8055 301 4 110 408
7684 57286 902 330323451 8055 301 6 111 397
7684 57286 927 322958787 8055 301 4 112 395
7684 57286 937 321127445 4843 301 4 79 477
7684 57286 952 322669561 8055 301 4 114 345
7684 57286 960 319048859 8055 301 3 114 744
7684 57286 973 326272438 8055 301 5 114 374
7684 57286 975 326428542 8055 301 5 113 517
7684 57286 996 320662109 4843 301 4 82 654
7685 57062 44 326623988 4843 301 6 89 414
7685 57062 53 330893544 7937 301 1 195 341
7685 57062 92 329258841 8056 301 1 92 473
7685 57062 96 329448235 8056 301 1 91 467
7685 57062 108 333217910 8056 301 2 90 796
7685 57062 112 331297612 7937 301 1 193 304
7685 57062 145 333432271 8056 301 2 89 500
7685 57062 210 330056963 8056 301 1 88 421
7685 57062 238 333950575 8056 301 2 86 491
7685 57062 350 334643534 8056 301 2 82 860
7685 57062 361 326574150 8055 301 5 112 621
7685 57062 375 330167083 8055 301 6 112 537
7685 57062 418 329099533 4843 301 6 74 173
7685 57062 448 329099578 4843 301 6 74 315
7685 57062 458 331268399 8056 301 1 81 544
7685 57062 477 335223929 8056 301 2 79 933
7685 57062 524 339053210 8056 301 3 77 493
7685 57062 561 340351745 7757 301 3 157 278
7685 57062 564 340351526 7757 301 3 157 266
7685 57062 576 336871156 7757 301 2 157 262
7685 57062 632 345375097 8056 301 5 80 403
7685 57062 654 338161856 8056 301 3 82 619
7685 57062 656 338161756 8056 301 3 82 494
7685 57062 702 348340538 8056 301 6 82 398
7685 57062 784 347856511 8056 301 6 85 313
7685 57062 800 340925085 8056 301 4 86 327
7685 57062 820 337305913 8056 301 3 87 310
7685 57062 827 345913041 7757 301 5 164 417
7686 57015 20 347022034 7937 301 6 201 407
7686 57015 50 347021985 7937 301 6 201 331
7686 57015 54 347729311 8116 301 1 379 708
7686 57015 104 346053614 8056 301 6 95 473
7686 57015 128 351276417 8116 301 2 378 544
7686 57015 136 347930738 8116 301 1 378 542
7686 57015 160 353158116 8105 301 2 102 504
7686 57015 189 348323178 8116 301 1 376 438
7686 57015 191 348539167 8116 301 1 375 594
7686 57015 194 348323054 8116 301 1 376 422
