PLATE MJD FIBER THING_ID RUN RERUN CAMCOL FIELD ID
7579 56954 242 295451868 4880 301 2 38 913
7579 56954 277 300610278 7708 301 4 38 815
7579 56954 314 296972161 7708 301 3 37 756
7579 56954 320 300337127 7708 301 4 37 750
7579 56954 329 295177814 4880 301 2 37 1135
7579 56954 378 293298801 7708 301 2 36 844
7579 56954 386 298016445 4880 301 3 35 1176
7579 56954 419 293044837 7708 301 2 35 776
7579 56954 425 299495132 7708 301 4 34 1052
7579 56954 462 301492620 7708 301 5 29 1054
7579 56954 489 298649307 7708 301 4 31 731
7579 56954 496 296881747 4880 301 3 31 805
7579 56954 540 302308439 7708 301 5 32 705
7579 56954 594 310352407 8109 301 2 58 1024
7579 56954 626 314629073 8109 301 3 61 709
7579 56954 650 305087164 4880 301 5 36 1043
7579 56954 684 307867040 8109 301 1 61 829
7579 56954 790 309886815 4880 301 6 41 522
7579 56954 816 303079029 4880 301 4 41 875
7579 56954 818 303078999 4880 301 4 41 535
7579 56954 842 305159960 7708 301 5 42 835
7579 56954 870 310472367 4880 301 6 43 754
7579 56954 880 307049934 4880 301 5 43 743
7579 56954 929 305688553 7708 301 5 44 793
7579 56954 963 304717190 4880 301 4 47 668
7580 56955 53 308192191 4880 301 6 35 759
7580 56955 83 307338472 4880 301 6 32 564
7580 56955 122 304857327 7708 301 6 29 302
7580 56955 164 306454088 4880 301 6 29 704
7580 56955 206 306454302 4880 301 6 29 856
7580 56955 208 306454456 4880 301 6 29 1153
7580 56955 234 313766165 8110 301 3 53 889
7580 56955 326 304997528 4880 301 6 24 752
7580 56955 416 308073421 8110 301 2 46 762
7580 56955 474 313196366 8109 301 4 46 1007
7580 56955 652 317598870 8109 301 5 49 437
7580 56955 670 321701144 8116 301 1 50 537
7580 56955 696 317939117 8109 301 5 50 923
7580 56955 753 322480654 8109 301 6 53 141
7580 56955 769 317105555 8110 301 4 53 818
7580 56955 770 318971343 8109 301 5 53 895
7580 56955 876 324311734 8116 301 1 57 1489
7580 56955 983 319718700 8110 301 4 61 734
7581 56949 7 273404032 8101 301 4 101 908
7581 56949 42 268104562 8096 301 2 101 632
7581 56949 78 272893247 8101 301 4 98 361
7581 56949 130 269840894 4822 301 5 361 779
7581 56949 140 270789814 4822 301 5 362 388
7581 56949 141 272561173 8101 301 4 96 804
7581 56949 150 273059783 4822 301 6 362 889
7581 56949 203 267080239 4822 301 5 358 315
7581 56949 234 273885630 8096 301 4 95 583
7581 56949 260 271192420 4822 301 6 360 568
7581 56949 273 273679069 8096 301 4 94 817
7581 56949 330 268382321 4822 301 6 357 649
7581 56949 358 273317786 8096 301 4 92 782
7581 56949 365 266520958 4822 301 6 355 647
7581 56949 388 273136478 8096 301 4 91 495
7581 56949 408 267774032 8101 301 3 89 593
7581 56949 422 271211446 8101 301 4 89 685
7581 56949 423 272942697 8096 301 4 90 914
7581 56949 464 270856088 8101 301 4 87 723
7581 56949 468 272603136 8096 301 4 88 824
7581 56949 484 270455405 8101 301 4 85 848
7581 56949 586 286398731 8108 301 3 104 376
7581 56949 606 281288726 8102 301 1 91 634
7581 56949 618 276544988 8096 301 5 91 458
7581 56949 626 286594855 8108 301 3 105 615
7581 56949 710 283577982 8108 301 2 107 630
7581 56949 715 283578017 8108 301 2 107 675
7581 56949 750 285528920 8102 301 2 95 525
7581 56949 828 287703668 8108 301 3 110 624
7581 56949 833 284255129 8108 301 2 110 655
7581 56949 899 275871644 4822 301 6 365 553
7581 56949 928 276738002 4822 301 6 366 583
7581 56949 938 276737740 4822 301 6 366 807
7581 56949 966 280409504 4822 301 6 370 543
7581 56949 974 278567101 4822 301 6 368 1092
7581 56949 975 274780864 8096 301 4 100 161
7581 56949 985 280589336 8101 301 6 103 570
7581 56949 998 277250158 4822 301 5 369 750
7581 57195 7 273404032 8101 301 4 101 908
7581 57195 36 268104562 8096 301 2 101 632
7581 57195 42 273060189 4822 301 6 362 444
7581 57195 84 269840894 4822 301 5 361 779
7581 57195 148 272893247 8101 301 4 98 361
7581 57195 165 267080239 4822 301 5 358 315
7581 57195 178 271192420 4822 301 6 360 568
7581 57195 185 272561173 8101 301 4 96 804
7581 57195 192 270789814 4822 301 5 362 388
7581 57195 232 273059783 4822 301 6 362 889
7581 57195 284 273136478 8096 301 4 91 495
7581 57195 291 272942697 8096 301 4 90 914
7581 57195 292 268382321 4822 301 6 357 649
7581 57195 312 273885630 8096 301 4 95 583
7581 57195 355 273679069 8096 301 4 94 817
7581 57195 364 270856088 8101 301 4 87 723
7581 57195 372 272603136 8096 301 4 88 824
7581 57195 374 271211446 8101 301 4 89 685
7581 57195 405 266520958 4822 301 6 355 647
7581 57195 440 273317786 8096 301 4 92 782
7581 57195 444 267774032 8101 301 3 89 593
7581 57195 494 270455405 8101 301 4 85 848
7581 57195 586 286398731 8108 301 3 104 376
7581 57195 606 281288726 8102 301 1 91 634
7581 57195 618 276544988 8096 301 5 91 458
7581 57195 630 286594855 8108 301 3 105 615
7581 57195 701 283578017 8108 301 2 107 675
7581 57195 718 283577982 8108 301 2 107 630
7581 57195 746 285528920 8102 301 2 95 525
7581 57195 824 287703668 8108 301 3 110 624
7581 57195 825 284255129 8108 301 2 110 655
7581 57195 899 275871644 4822 301 6 365 553
7581 57195 932 276738002 4822 301 6 366 583
7581 57195 944 280409504 4822 301 6 370 543
7581 57195 954 278567101 4822 301 6 368 1092
7581 57195 957 274780864 8096 301 4 100 161
7581 57195 983 280589336 8101 301 6 103 570
7581 57195 996 277250158 4822 301 5 369 750
7582 56960 24 290267774 8108 301 4 106 523
7582 56960 40 295407608 8102 301 5 93 399
7582 56960 70 291373430 8102 301 4 90 626
7582 56960 246 288297573 8108 301 4 97 620
7582 56960 285 284424870 8108 301 3 95 1112
7582 56960 312 293447847 8102 301 5 84 747
7582 56960 425 290804049 8108 301 5 93 782
7582 56960 450 286905064 8108 301 4 91 579
7582 56960 494 294201281 7708 301 1 52 667
7582 56960 628 302785548 7708 301 3 59 654
7582 56960 637 299128626 7708 301 2 58 980
7582 56960 670 303063136 7708 301 3 60 1085
7582 56960 709 301548111 4880 301 2 61 836
7582 56960 710 301769314 4880 301 2 62 941
7582 56960 711 305210057 4880 301 3 62 1146
7582 56960 774 296757732 7708 301 1 62 732
7582 56960 790 304056445 7708 301 3 64 615
7582 56960 840 300784582 4836 301 2 225 661
7582 56960 852 299311580 4880 301 1 66 683
7582 56960 882 301061527 4836 301 2 226 927
7582 56960 908 303282076 4880 301 2 68 686
7582 56960 913 301566145 4836 301 2 228 756
7582 56960 941 303282535 4880 301 2 68 1219
7582 56960 948 302018667 4836 301 2 230 748
7582 56960 973 298597452 4836 301 1 230 631
7583 56958 2 303063119 7708 301 3 60 1064
7583 56958 4 303063018 7708 301 3 60 479
7583 56958 27 306221709 7708 301 4 59 591
7583 56958 104 303931683 4880 301 3 57 745
7583 56958 108 307351258 4880 301 4 57 828
7583 56958 132 300016763 4880 301 2 55 792
7583 56958 154 307107544 4880 301 4 56 704
7583 56958 160 308895440 7708 301 5 56 655
7583 56958 162 296367478 4880 301 1 54 753
7583 56958 310 305776349 4880 301 4 51 1408
7583 56958 338 302096800 4880 301 3 50 1347
7583 56958 350 305775509 4880 301 4 51 776
7583 56958 372 299975929 7708 301 3 48 229
7583 56958 408 299702066 7708 301 3 47 984
7583 56958 534 311253614 4880 301 6 46 871
7583 56958 594 314867399 8109 301 2 73 890
7583 56958 598 314867338 8109 301 2 73 821
7583 56958 606 311195249 8109 301 1 72 688
7583 56958 647 312343363 4880 301 6 50 1127
7583 56958 648 312574205 4880 301 6 51 937
7583 56958 652 311472799 8109 301 1 73 927
7583 56958 770 309992782 4880 301 5 54 763
7583 56958 802 313669039 4880 301 6 55 1181
7583 56958 806 313191172 8109 301 1 79 675
7583 56958 813 310268193 4880 301 5 55 838
7583 56958 839 316589696 8109 301 2 79 1158
7583 56958 852 312294220 7708 301 6 56 1008
7583 56958 861 321017253 8109 301 3 82 627
7583 56958 864 321017360 8109 301 3 82 782
7583 56958 936 311267628 4880 301 5 59 722
7583 56958 937 311020766 4880 301 5 58 846
7583 56958 986 313842956 7708 301 6 62 877
7584 56957 12 277682435 4822 301 2 377 210
7584 56957 27 279497368 4822 301 2 379 513
7584 56957 31 282578012 7923 301 6 69 604
7584 56957 37 285447045 4822 301 3 383 506
7584 56957 83 280260052 8096 301 5 112 685
7584 56957 88 281856564 7923 301 6 65 556
7584 56957 96 284118725 4822 301 4 379 1103
7584 56957 139 284118249 4822 301 4 379 829
7584 56957 284 274066193 7923 301 4 59 730
7584 56957 290 275899753 4822 301 4 370 932
7584 56957 368 273108075 4822 301 4 367 621
7584 56957 425 279519263 4822 301 6 369 818
7584 56957 436 283530669 8102 301 1 102 470
7584 56957 450 276641782 8101 301 5 100 576
7584 56957 452 276494548 8101 301 5 99 489
7584 56957 470 281602367 8108 301 1 114 406
7584 56957 612 287181723 8102 301 2 103 19
7584 56957 734 286018086 4822 301 6 376 765
7584 56957 759 291625847 8102 301 3 108 395
7584 56957 780 284736359 8102 301 1 108 715
7584 56957 783 297139473 8108 301 5 123 1153
7584 56957 827 293892505 8108 301 4 124 457
7584 56957 869 292468534 4822 301 6 383 799
7584 56957 889 287366613 4822 301 5 380 696
7584 56957 928 289244054 4822 301 5 382 560
7584 56957 945 292770485 8102 301 3 114 689
7584 56957 948 291090930 4822 301 5 384 570
7584 56957 954 291091387 4822 301 5 384 606
7584 56957 986 288724241 4822 301 4 384 1026
7585 57190 2 289098299 8108 301 3 117 535
7585 57190 36 296783273 8108 301 5 121 507
7585 57190 60 292322007 8108 301 4 116 990
7585 57190 152 295554730 8108 301 5 115 1082
7585 57190 178 291736104 8108 301 4 113 839
7585 57190 244 289441660 8102 301 3 97 590
7585 57190 270 296691676 8102 301 5 99 691
7585 57190 420 292191103 8102 301 4 94 793
7585 57190 446 291569817 8102 301 4 91 662
7585 57190 477 296907996 8108 301 6 105 961
7585 57190 511 301296918 4836 301 2 227 691
7585 57190 538 300291887 4880 301 1 70 712
7585 57190 842 303883729 4836 301 2 238 566
7585 57190 854 300446127 4836 301 1 238 611
7585 57190 857 298972605 8108 301 6 115 239
7585 57190 866 307769322 4836 301 3 240 568
7585 57190 878 305811794 4880 301 2 79 1122
7585 57190 888 302580240 4880 301 1 80 814
7585 57190 894 299182691 8108 301 6 116 724
7585 57190 900 299182192 8108 301 6 116 510
7585 57190 903 307984244 4836 301 3 241 736
7585 57190 906 308222989 4836 301 3 242 673
7585 57190 928 300872152 4836 301 1 240 894
7586 57186 35 313749707 4836 301 5 236 777
7586 57186 40 315424128 4880 301 5 76 835
7586 57186 55 309884537 7708 301 4 74 333
7586 57186 116 312975663 4836 301 5 233 663
7586 57186 143 311048081 4880 301 4 72 704
7586 57186 167 307152713 4880 301 3 70 1426
7586 57186 195 310342057 4880 301 4 69 744
7586 57186 198 308484781 7708 301 4 68 1294
7586 57186 227 306687528 4880 301 3 68 481
7586 57186 231 310341522 4880 301 4 69 699
7586 57186 266 310342053 4880 301 4 69 738
7586 57186 292 311822893 4836 301 5 228 638
7586 57186 301 302747583 4880 301 2 66 842
7586 57186 348 305681933 4880 301 3 64 831
7586 57186 388 309093665 4880 301 4 64 1239
7586 57186 403 311074034 4836 301 5 225 863
7586 57186 408 312508194 4880 301 5 64 849
7586 57186 415 314801784 7708 301 6 66 592
7586 57186 434 308108094 4880 301 4 60 855
7586 57186 456 312508297 4880 301 5 64 1237
7586 57186 474 310428771 7708 301 5 62 794
7586 57186 476 311782251 4880 301 5 61 1250
7586 57186 564 318944176 8109 301 2 87 821
7586 57186 575 315694082 4880 301 6 63 722
7586 57186 585 324985603 8110 301 3 90 975
7586 57186 633 321712506 8110 301 2 91 537
7586 57186 655 316416381 4880 301 6 66 710
7586 57186 698 316220797 8109 301 1 90 631
7586 57186 724 320300326 8109 301 2 92 994
7586 57186 738 315215107 4836 301 6 228 800
7586 57186 766 317218599 4880 301 6 69 646
7586 57186 814 317669732 4880 301 6 71 696
7586 57186 976 316907660 4836 301 6 235 1091
7586 57186 982 317413760 4836 301 6 237 861
7587 57297 40 306230330 4880 301 1 97 906
7587 57297 87 299869697 4822 301 6 391 818
7587 57297 100 300205422 8102 301 5 117 723
7587 57297 179 301568240 8108 301 6 128 737
7587 57297 221 301161835 8108 301 6 126 679
7587 57297 248 297721601 8108 301 5 126 662
7587 57297 253 301162167 8108 301 6 126 600
7587 57297 257 301162161 8108 301 6 126 593
7587 57297 280 306514169 4836 301 2 250 727
7587 57297 295 299045294 8102 301 5 111 793
7587 57297 335 300747277 8108 301 6 124 832
7587 57297 339 300747062 8108 301 6 124 528
7587 57297 404 298490682 8102 301 5 108 533
7587 57297 409 298682307 8102 301 5 109 447
7587 57297 419 300371723 8108 301 6 122 733
7587 57297 485 302808187 4880 301 1 81 685
7587 57297 486 302808522 4880 301 1 81 706
7587 57297 507 309929892 4880 301 3 82 716
7587 57297 522 311877831 4836 301 4 243 821
7587 57297 524 310176240 4880 301 3 83 608
7587 57297 532 310176243 4880 301 3 83 612
7587 57297 563 310387614 4880 301 3 84 656
7587 57297 603 312520349 4836 301 4 246 864
7587 57297 606 310811423 4880 301 3 86 709
7587 57297 638 312724503 4836 301 4 247 963
7587 57297 654 311026363 4880 301 3 87 1156
7587 57297 662 316371339 4836 301 5 248 760
7587 57297 737 308005083 4880 301 2 89 737
7587 57297 773 308461630 4880 301 2 91 640
7587 57297 810 308667712 4880 301 2 92 694
7587 57297 937 311209320 4836 301 3 256 469
7587 57297 998 308226476 7708 301 2 98 757
7588 56903 24 273384451 7912 301 6 222 320
7588 56903 38 273409338 7912 301 6 221 580
7588 56903 66 269956211 7845 301 5 14 325
7588 56903 96 269990503 7845 301 5 13 393
7588 56903 152 271808406 7713 301 5 292 644
7588 56903 178 270093631 7912 301 5 217 409
7588 56903 274 273649894 7912 301 6 213 483
7588 56903 311 271957632 7713 301 5 287 293
7588 56903 325 266736194 7912 301 4 212 316
7588 56903 331 268510738 7713 301 4 286 323
7588 56903 382 270278540 7912 301 5 210 435
7588 56903 426 272053729 7713 301 5 283 602
7588 56903 437 273779712 7912 301 6 208 460
7588 56903 444 266851115 7912 301 4 207 215
7588 56903 485 268609360 7713 301 4 281 285
7588 56903 508 277091878 7923 301 1 231 455
7588 56903 517 275538914 7713 301 6 281 344
7588 56903 546 280474796 7923 301 2 233 15
7588 56903 551 280528050 7923 301 2 231 346
7588 56903 623 283901020 7923 301 3 235 303
7588 56903 626 282123190 7913 301 2 12 333
7588 56903 648 278725579 7913 301 1 11 566
7588 56903 650 278697731 7913 301 1 12 484
7588 56903 670 280356653 7923 301 2 237 291
7588 56903 672 280356651 7923 301 2 237 289
7588 56903 708 282096867 7913 301 2 13 632
7588 56903 715 280356477 7923 301 2 237 569
7588 56903 767 278587844 7913 301 1 15 592
7588 56903 771 276902060 7923 301 1 239 501
7588 56903 790 283731038 7923 301 3 240 438
7588 56903 794 280308349 7923 301 2 239 556
7588 56903 799 278555849 7913 301 1 16 520
7588 56903 826 283691765 7923 301 3 241 92
7588 56903 841 278500237 7913 301 1 18 833
7588 56903 848 278500268 7913 301 1 18 878
7588 56903 884 278465190 7913 301 1 19 536
7589 56946 22 285601679 7913 301 3 12 196
7589 56946 33 289111599 7913 301 4 12 325
7589 56946 100 283920541 7923 301 3 234 459
7589 56946 146 285683617 8096 301 3 279 688
7589 56946 182 285703913 8096 301 3 278 563
7589 56946 220 283980051 7923 301 3 231 297
7589 56946 266 285777788 8096 301 3 274 278
7589 56946 268 285754364 8096 301 3 275 248
7589 56946 272 287525949 7923 301 4 229 214
7589 56946 294 284040459 7923 301 3 228 295
7589 56946 323 278878180 8096 301 1 274 446
7589 56946 358 289325222 8096 301 4 273 355
7589 56946 382 285814450 8096 301 3 272 448
7589 56946 392 289338867 8096 301 4 272 357
7589 56946 398 289356567 8096 301 4 271 272
7589 56946 438 289390291 8096 301 4 269 496
7589 56946 600 289372894 8096 301 4 270 310
7589 56946 604 301354452 7932 301 2 54 426
7589 56946 628 292816703 8096 301 5 271 214
7589 56946 658 296270930 8096 301 6 273 403
7589 56946 662 294540704 7923 301 6 226 334
7589 56946 672 291076100 7923 301 5 226 328
7589 56946 677 291076161 7923 301 5 226 404
7589 56946 680 289339099 8096 301 4 272 460
7589 56946 710 294529434 7923 301 6 227 393
7589 56946 733 291033260 7923 301 5 228 292
7589 56946 806 301244823 7932 301 2 59 465
7589 56946 842 301244912 7932 301 2 59 569
7589 56946 971 292598236 7913 301 5 12 407
7590 56944 20 272094452 7713 301 5 281 459
7590 56944 26 268671627 7713 301 4 278 538
7590 56944 38 273850045 7912 301 6 204 534
7590 56944 73 272171698 7713 301 5 277 369
7590 56944 120 273899527 7912 301 6 201 406
7590 56944 164 266989654 7912 301 4 200 413
7590 56944 203 268772352 7713 301 4 272 752
7590 56944 213 267006916 7912 301 4 199 335
7590 56944 244 267026171 7912 301 4 197 460
7590 56944 265 272268068 7713 301 5 270 329
7590 56944 272 272258893 7713 301 5 271 299
7590 56944 288 268793206 7713 301 4 270 596
7590 56944 322 267059672 7912 301 4 194 406
7590 56944 327 267059318 7912 301 4 194 443
7590 56944 357 270530353 7912 301 5 193 36
7590 56944 384 270530398 7912 301 5 193 241
7590 56944 479 274016061 7912 301 6 190 456
7590 56944 604 279021300 8096 301 1 263 437
7590 56944 607 275750477 7713 301 6 266 574
7590 56944 670 280714415 7923 301 2 219 391
7590 56944 679 279002313 8096 301 1 265 320
7590 56944 716 282444791 8096 301 2 266 239
7590 56944 718 282455663 8096 301 2 265 456
7590 56944 728 278983207 8096 301 1 267 215
7590 56944 750 280693615 7923 301 2 221 391
7590 56944 762 277267627 7923 301 1 221 608
7590 56944 814 275682030 7713 301 6 273 490
7590 56944 856 273929376 7912 301 6 199 364
7590 56944 860 275661880 7713 301 6 274 624
7590 56944 916 280621963 7923 301 2 226 206
7590 56944 930 277174774 7923 301 1 227 355
7590 56944 986 278840565 8096 301 1 276 258
7591 56954 58 292862313 8096 301 5 268 282
7591 56954 85 299634263 7917 301 1 145 375
7591 56954 170 294636947 7923 301 6 219 213
7591 56954 187 299693265 7917 301 1 141 268
7591 56954 188 299693261 7917 301 1 141 264
7591 56954 202 297975252 7932 301 1 47 276
7591 56954 206 296391120 8096 301 6 264 420
7591 56954 217 292895059 8096 301 5 265 337
7591 56954 312 299725663 7917 301 1 137 174
7591 56954 324 292918688 8096 301 5 262 569
7591 56954 331 291185911 7923 301 5 216 327
7591 56954 342 299727898 7917 301 1 136 379
7591 56954 404 297997835 7932 301 1 42 216
7591 56954 440 299727075 7917 301 1 134 321
7591 56954 464 299714803 7917 301 1 132 442
7591 56954 602 306717286 7917 301 3 134 366
7591 56954 608 306720478 7917 301 3 135 305
7591 56954 638 308456847 7932 301 4 42 311
7591 56954 659 303237791 7917 301 2 135 644
7591 56954 672 310217449 7917 301 4 136 279
7591 56954 689 308454781 7932 301 4 43 143
7591 56954 697 306720037 7917 301 3 136 551
7591 56954 699 304960152 7932 301 3 43 307
7591 56954 731 304956960 7932 301 3 44 326
7591 56954 758 311944707 7932 301 5 45 496
7591 56954 800 308437041 7932 301 4 46 445
7591 56954 814 306685077 7917 301 3 141 377
7591 56954 832 310183075 7917 301 4 141 437
7591 56954 847 306668675 7917 301 3 142 238
7591 56954 850 306668685 7917 301 3 142 250
7591 56954 882 308396579 7932 301 4 50 299
7591 56954 914 310129794 7917 301 4 145 275
7591 56954 931 304882051 7932 301 3 52 313
7591 56954 972 304859261 7932 301 3 53 350
7591 56954 992 308333498 7932 301 4 54 433
7592 56947 8 284193300 7923 301 3 218 303
7592 56947 52 279044503 8096 301 1 260 103
7592 56947 58 280735148 7923 301 2 216 469
7592 56947 108 284222684 7923 301 3 214 345
7592 56947 162 277323019 7923 301 1 211 258
7592 56947 167 277319095 7923 301 1 210 577
7592 56947 174 279039295 8096 301 1 257 255
7592 56947 184 282479274 8096 301 2 257 312
7592 56947 212 279029463 8096 301 1 256 424
