PLATE_E MJD_E FIBER_E THING_ID_E PLATE_B MJD_B FIBER_B THING_ID_B
7832 56904 918 64833152 4344 55557 676 64858651
7832 56904 960 64874251 4344 55557 747 64899741
7832 56904 974 61799369 4344 55557 693 61824153
7834 56979 4 87996182 4237 55478 492 88122645
7834 56979 12 94158250 4236 55479 156 94320766
7834 56979 12 94158250 4237 55478 478 94320766
7834 56979 66 77984606 4236 55479 300 78071713
7834 56979 68 82693257 4236 55479 276 82801199
7834 56979 102 77983518 4236 55479 344 78070628
7834 56979 118 82694101 4236 55479 320 82802044
7834 56979 120 82695752 4235 55451 2 82803702
7834 56979 124 68407766 4236 55479 282 68443236
7834 56979 125 68409000 4236 55479 292 68444476
7834 56979 132 68407595 4236 55479 323 68443065
7834 56979 199 82697704 4235 55451 71 82805655
7834 56979 210 76497492 4236 55479 406 76578066
7834 56979 221 77980308 4236 55479 418 78067420
7834 56979 225 77980227 4236 55479 408 78067338
7834 56979 233 82699457 4235 55451 103 82807414
7834 56979 238 87986358 4236 55479 432 88112776
7834 56979 242 65081092 4346 56209 714 65106599
7834 56979 282 64418333 4346 56209 692 64443685
7834 56979 311 77975623 4235 55451 140 78062708
7834 56979 319 87984436 4235 55451 114 88110838
7834 56979 322 64853456 4346 56209 642 64878945
7834 56979 323 65989288 4346 56209 678 66014920
7834 56979 336 74973791 4235 55451 138 75048521
7834 56979 373 68397124 4235 55451 209 68432558
7834 56979 379 76451694 4235 55451 214 76532203
7834 56979 386 76451838 4235 55451 218 76532348
7834 56979 387 82703680 4236 55479 485 82811644
7834 56979 422 74976769 3609 55201 52 75051503
7834 56979 464 74977761 4235 55451 292 75052500
7834 56979 465 76749876 4235 55451 324 76830848
7834 56979 467 77968743 4235 55451 340 78055828
7834 56979 490 77964771 3609 55201 158 78051849
7834 56979 490 77964771 4234 55478 60 78051849
7834 56979 495 87973190 4234 55478 30 88099540
7834 56979 517 96952099 4235 55451 696 97124872
7834 56979 523 94177815 3609 55201 114 94340359
7834 56979 523 94177815 4235 55451 660 94340359
7834 56979 598 110849221 4235 55451 754 111043319
7834 56979 645 96957100 4236 55479 512 97129884
7834 56979 652 96957442 4235 55451 854 97130226
7834 56979 669 106334651 4236 55479 526 106523872
7834 56979 676 110846188 4236 55479 524 111040278
7834 56979 692 94170958 4236 55479 475 94333486
7834 56979 693 96958446 4235 55451 856 97131234
7834 56979 694 94170455 4235 55451 119 94332983
7834 56979 711 106336946 4235 55451 888 106526165
7834 56979 718 106337071 4235 55451 890 106526290
7834 56979 718 106337071 4236 55479 568 106526290
7834 56979 720 103552253 4235 55451 889 103737012
7834 56979 743 119084983 4235 55451 908 119279747
7834 56979 744 110844800 4235 55451 917 111038888
7834 56979 760 103552009 4236 55479 606 103736765
7834 56979 786 110843604 4235 55451 960 111037692
7834 56979 793 106339622 4236 55479 612 106528839
7834 56979 793 106339622 4235 55451 930 106528839
7834 56979 798 106339436 4235 55451 966 106528654
7834 56979 828 110842372 4235 55451 956 111036460
7834 56979 842 103548418 4236 55479 652 103733168
7834 56979 854 96966076 4236 55479 692 97138872
7834 56979 870 110840383 4235 55451 984 111034468
7834 56979 872 106342481 4235 55451 988 106531703
7834 56979 883 103547934 4235 55451 994 103732688
7834 56979 907 118088455 4236 55479 702 118282752
7834 56979 917 106344030 4236 55479 698 106533246
7834 56979 941 118088050 4236 55479 714 118282345
7834 56979 945 112911444 4236 55479 720 113100717
7834 56979 951 112910626 4236 55479 762 113099901
7834 56979 956 106344921 4236 55479 724 106534130
7835 56986 23 58539345 4345 55569 196 58562145
7835 56986 38 61496125 4345 55569 738 61520713
7835 56986 53 55604041 4345 55569 250 55624793
7835 56986 134 53671139 4390 55948 906 53690651
7835 56986 150 56940169 4345 55569 426 56961825
7835 56986 182 58377073 4345 55569 486 58399798
7835 56986 356 59768166 4345 55569 519 59791718
7835 56986 437 60433415 4346 56209 854 60457346
7835 56986 583 74970633 4236 55479 380 75045362
7835 56986 617 61626252 4346 56209 890 61650907
7835 56986 629 68408791 4236 55479 290 68444266
7835 56986 676 64372966 4346 56209 912 64398320
7835 56986 813 61401807 4345 55569 536 61426356
7835 56986 874 67308007 4345 55569 634 67333958
7835 56986 876 65988467 4345 55569 636 66014100
7835 56986 880 64488069 4345 55569 597 64513441
7835 56986 886 64488026 4345 55569 564 64513398
7835 56986 941 74959759 4237 55478 286 75034464
7835 56986 951 68421927 4237 55478 284 68457431
7835 56986 958 68422279 4237 55478 326 68457783
7837 56987 1 85047537 4235 55451 276 85163196
7837 56987 24 85049247 4235 55451 348 85164915
7837 56987 24 85049247 3609 55201 64 85164915
7837 56987 29 94176965 4235 55451 354 94339508
7837 56987 36 87975952 4234 55478 10 88102306
7837 56987 48 68390528 4235 55451 364 68425942
7837 56987 64 77964046 4234 55478 26 78051123
7837 56987 80 94178709 4235 55451 620 94341252
7837 56987 81 67016570 4347 55830 827 67042312
7837 56987 103 87971772 4235 55451 426 88098123
7837 56987 103 87971772 3609 55201 200 88098123
7837 56987 160 94180521 4235 55451 470 94343066
7837 56987 171 68386117 4235 55451 444 68421514
7837 56987 171 68386117 3609 55201 246 68421514
7837 56987 247 66752415 4347 55830 706 66778111
7837 56987 275 87966209 4234 55478 196 88092537
7837 56987 304 77954257 4234 55478 218 78041320
7837 56987 304 77954257 3609 55201 380 78041320
7837 56987 360 94185853 4234 55478 274 94348401
7837 56987 370 77951951 4234 55478 297 78039024
7837 56987 374 72945070 3609 55201 412 73008721
7837 56987 374 72945070 4234 55478 256 73008721
7837 56987 428 77947308 4234 55478 377 78034374
7837 56987 433 87959111 3609 55201 468 88085419
7837 56987 433 87959111 4234 55478 356 88085419
7837 56987 440 87959471 4233 55449 36 88085780
7837 56987 478 94190725 3609 55201 476 94353292
7837 56987 478 94190725 4233 55449 34 94353292
7837 56987 502 101372714 4234 55478 533 101556589
7837 56987 546 115712939 4234 55478 588 115904137
7837 56987 546 115712939 4233 55449 946 115904137
7837 56987 565 101369538 4233 55449 968 101553406
7837 56987 565 101369538 4234 55478 616 101553406
7837 56987 580 94189492 4233 55449 32 94352063
7837 56987 580 94189492 4234 55478 400 94352063
7837 56987 598 106311357 4233 55449 972 106500620
7837 56987 600 101368413 4233 55449 982 101552284
7837 56987 627 110864321 4234 55478 718 111058409
7837 56987 636 110863242 4234 55478 758 111057334
7837 56987 636 110863242 3609 55201 638 111057334
7837 56987 640 106313704 4234 55478 728 106502956
7837 56987 640 106313704 3609 55201 608 106502956
7837 56987 660 94186804 4234 55478 279 94349367
7837 56987 676 106315607 3609 55201 648 106504856
7837 56987 676 106315607 4234 55478 772 106504856
7837 56987 682 101366318 4234 55478 768 101550185
7837 56987 693 94185696 4234 55478 278 94348245
7837 56987 700 94186122 4234 55478 276 94348669
7837 56987 717 106316649 4234 55478 810 106505893
7837 56987 725 101363202 3609 55201 688 101547066
7837 56987 725 101363202 4234 55478 808 101547066
7837 56987 796 110858144 3609 55201 715 111052236
7837 56987 796 110858144 4235 55451 502 111052236
7837 56987 798 110858489 3609 55201 722 111052581
7837 56987 799 110859759 3609 55201 685 111053853
7837 56987 799 110859759 4235 55451 506 111053853
7837 56987 803 96943698 4234 55478 892 97116445
7837 56987 803 96943698 4235 55451 536 97116445
7837 56987 822 123525939 4269 55502 448 123714708
7837 56987 843 103563854 3609 55201 774 103748589
7837 56987 843 103563854 4234 55478 934 103748589
7837 56987 844 103563863 4234 55478 932 103748598
7837 56987 850 96944350 4235 55451 580 97117101
7837 56987 850 96944350 3609 55201 780 97117101
7837 56987 851 96945048 4235 55451 578 97117800
7837 56987 868 110855245 4234 55478 956 111049338
7837 56987 876 106322159 4234 55478 923 106511403
7837 56987 877 106322014 4234 55478 926 106511258
7837 56987 878 106321993 3609 55201 808 106511237
7837 56987 878 106321993 4235 55451 566 106511237
7837 56987 887 96945882 3609 55201 816 97118647
7837 56987 887 96945882 4235 55451 572 97118647
7837 56987 911 110854730 4235 55451 602 111048829
7837 56987 911 110854730 3609 55201 842 111048829
7837 56987 932 96947841 4234 55478 982 97120610
7837 56987 950 115724828 4234 55478 950 115915988
7837 56987 950 115724828 3609 55201 876 115915988
7837 56987 950 115724828 4235 55451 632 115915988
7837 56987 979 94177844 4234 55478 14 94340388
7837 56987 980 94177521 4235 55451 658 94340065
7837 56987 983 96951518 4235 55451 694 97124291
7838 56958 16 58157364 4346 56209 314 58179909
7838 56958 72 59592614 4346 56209 440 59616085
7838 56958 117 60396022 4347 55830 18 60419946
7838 56958 147 58891138 4347 55830 40 58914119
7838 56958 198 60431434 4347 55830 78 60455365
7838 56958 206 51762700 4393 55944 632 51780968
7838 56958 215 52996202 4347 55830 46 53015242
7838 56958 230 59443075 4347 55830 80 59466420
7838 56958 233 59469043 4347 55830 66 59492422
7838 56958 268 58009251 4347 55830 70 58031693
7838 56958 306 58429119 4347 55830 110 58451868
7838 56958 320 60434598 4347 55830 858 60458529
7838 56958 360 60985460 4347 55830 808 61009707
7838 56958 368 53720901 4347 55830 174 53740439
7838 56958 388 57911542 4347 55830 280 57933926
7838 56958 394 60150947 4347 55830 780 60174711
7838 56958 416 55030462 4347 55830 218 55050842
7838 56958 424 57887442 4347 55830 268 57909809
7838 56958 428 57867381 4347 55830 310 57889724
7838 56958 466 57850700 4349 55803 12 57873017
7838 56958 510 63879427 4349 55803 948 63904714
7838 56958 514 62280250 4347 55830 578 62305154
7838 56958 630 68385674 4234 55478 82 68421071
7838 56958 632 68386221 4234 55478 88 68421618
7838 56958 632 68386221 4235 55451 455 68421618
7838 56958 644 63997592 4347 55830 766 64022906
7838 56958 660 60985570 4347 55830 772 61009817
7838 56958 701 77964046 4234 55478 26 78051123
7838 56958 706 77964771 3609 55201 158 78051849
7838 56958 706 77964771 4234 55478 60 78051849
7838 56958 725 64857284 4347 55830 836 64882773
7838 56958 728 64085352 4347 55830 850 64110675
7838 56958 796 66293315 4347 55830 918 66318968
7838 56958 852 63363585 4347 55830 980 63388805
7838 56958 942 74973894 4235 55451 126 75048625
7838 56958 960 68399572 4235 55451 122 68435011
7838 56958 979 62868923 4346 56209 644 62893973
7839 56900 4 124354437 4273 55506 52 124543437
7839 56900 14 127754260 4273 55506 2 127945051
7839 56900 15 129551591 4273 55506 7 129743310
7839 56900 16 127797998 4271 55507 498 127988797
7839 56900 19 131221741 4273 55506 12 131414260
7839 56900 41 115701450 4233 55449 670 115892671
7839 56900 104 126153231 4273 55506 172 126343308
7839 56900 136 119801536 4232 55447 904 119997390
7839 56900 144 124491002 4273 55506 208 124680103
7839 56900 149 126193570 4273 55506 216 126383671
7839 56900 182 124531855 4273 55506 256 124720979
7839 56900 220 124531883 4273 55506 254 124721007
7839 56900 266 124562040 4273 55506 330 124751173
7839 56900 275 128004316 4273 55506 302 128195192
7839 56900 289 115692246 3606 55182 558 115883480
7839 56900 289 115692246 4232 55447 750 115883480
7839 56900 334 115691954 4232 55447 753 115883188
7839 56900 334 115691954 3606 55182 550 115883188
7839 56900 362 106282887 4232 55447 681 106472230
7839 56900 370 115689757 4232 55447 672 115880989
7839 56900 370 115689757 3606 55182 504 115880989
7839 56900 380 122512269 4232 55447 706 122701286
7839 56900 420 122592728 4232 55447 662 122781495
7839 56900 434 126311566 4273 55506 460 126501724
7839 56900 438 128060928 4273 55506 428 128251840
7839 56900 474 126324954 4273 55506 452 126515127
7839 56900 480 128082493 4273 55506 464 128273418
7839 56900 586 136804142 4273 55506 548 136998889
7839 56900 650 133238228 4273 55506 614 133431760
7839 56900 660 129777998 4273 55506 358 129969824
7839 56900 669 134967814 4273 55506 610 135161912
7839 56900 679 136755326 4272 55509 84 136950059
7839 56900 707 138478585 4272 55509 92 138673700
7839 56900 713 134925110 4273 55506 688 135119181
7839 56900 714 134925100 4273 55506 686 135119171
7839 56900 733 133179424 4273 55506 734 133372934
7839 56900 735 129735887 4273 55506 301 129927679
7839 56900 740 131444984 4273 55506 349 131637593
7839 56900 746 136726676 4273 55506 714 136921403
7839 56900 801 133148028 4273 55506 768 133341542
7839 56900 820 129725031 4273 55506 266 129916819
7839 56900 822 138418172 4273 55506 836 138613257
7839 56900 830 136661051 4273 55506 814 136855745
7839 56900 867 134848391 4273 55506 844 135042413
7839 56900 891 131376740 4273 55506 160 131569305
7839 56900 936 129665093 4273 55506 154 129856857
7839 56900 984 133002880 4271 55507 537 133196323
7839 56900 990 131221276 4271 55507 474 131413794
7840 57003 29 85067381 4234 55478 470 85183052
7840 57003 29 85067381 4233 55449 72 85183052
7840 57003 50 77939256 4233 55449 200 78026283
7840 57003 51 72954644 4233 55449 194 73018325
7840 57003 72 94192208 4234 55478 440 94354778
7840 57003 77 94192054 4234 55478 578 94354624
7840 57003 77 94192054 3609 55201 520 94354624
7840 57003 115 77936280 4233 55449 234 78023305
7840 57003 116 85069779 4233 55449 208 85185439
7840 57003 140 94195547 3606 55182 938 94358117
7840 57003 140 94195547 4234 55478 514 94358117
7840 57003 147 94196775 3606 55182 118 94359350
7840 57003 147 94196775 4233 55449 284 94359350
7840 57003 150 94196517 4233 55449 812 94359092
7840 57003 155 94196644 4233 55449 814 94359219
7840 57003 189 94197709 4233 55449 298 94360289
7840 57003 189 94197709 3606 55182 157 94360289
7840 57003 190 87947972 4233 55449 292 88074230
7840 57003 190 87947972 3606 55182 151 88074230
7840 57003 193 94198847 3606 55182 154 94361428
7840 57003 193 94198847 4233 55449 336 94361428
7840 57003 220 77933463 4233 55449 318 78020490
7840 57003 249 77933322 4233 55449 308 78020349
7840 57003 254 72958844 3606 55182 217 73022533
7840 57003 258 77930995 3606 55182 216 78018004
7840 57003 258 77930995 4233 55449 359 78018004
7840 57003 267 87943675 4232 55447 6 88069910
7840 57003 267 87943675 4233 55449 370 88069910
7840 57003 298 77929041 4232 55447 52 78016049
7840 57003 304 87941958 4232 55447 29 88068190
7840 57003 330 72960424 4233 55449 390 73024115
7840 57003 334 77929003 4232 55447 54 78016011
7840 57003 346 87939774 4233 55449 450 88066000
7840 57003 346 87939774 3606 55182 312 88066000
7840 57003 363 66484360 4348 55559 826 66510024
7840 57003 368 68352982 4233 55449 431 68388226
7840 57003 368 68352982 3606 55182 332 68388226
7840 57003 387 85079157 4233 55449 448 85194820
7840 57003 394 94204610 4233 55449 478 94367206
7840 57003 400 94204222 4233 55449 480 94366818
7840 57003 419 77924044 4232 55447 196 78011039
7840 57003 420 77922781 4232 55447 194 78009774
7840 57003 488 85084041 4232 55447 262 85199701
7840 57003 497 94208116 4232 55447 272 94370721
7840 57003 508 106285495 4232 55447 726 106474828
7840 57003 508 106285495 3606 55182 526 106474828
7840 57003 516 96907753 4232 55447 736 97080523
7840 57003 556 110883105 4232 55447 832 111077194
7840 57003 556 110883105 3606 55182 592 111077194
7840 57003 574 101385642 3606 55182 578 101569530
7840 57003 574 101385642 4232 55447 852 101569530
7840 57003 596 115695591 4232 55447 868 115886812
7840 57003 605 106290164 4233 55449 564 106479495
7840 57003 616 101383418 3606 55182 656 101567304
7840 57003 616 101383418 4233 55449 578 101567304
7840 57003 635 115695837 4232 55447 871 115887058
7840 57003 642 106291690 4233 55449 572 106481015
7840 57003 646 101383987 4233 55449 606 101567873
7840 57003 646 101383987 3606 55182 682 101567873
7840 57003 660 96915087 4232 55447 938 97087866
7840 57003 660 96915087 3606 55182 694 97087866
7840 57003 660 96915087 4233 55449 612 97087866
7840 57003 674 110879170 4232 55447 958 111073272
7840 57003 717 110878122 3606 55182 758 111072224
7840 57003 717 110878122 4232 55447 964 111072224
7840 57003 720 110878327 4233 55449 640 111072429
7840 57003 777 96918517 4233 55449 646 97091295
7840 57003 778 96918401 3606 55182 780 97091179
7840 57003 778 96918401 4232 55447 35 97091179
7840 57003 782 119622838 3606 55182 782 119818613
7840 57003 782 119622838 4233 55449 661 119818613
7840 57003 793 115701341 4233 55449 666 115892562
7840 57003 793 115701341 3606 55182 800 115892562
7840 57003 809 101378347 4233 55449 726 101562231
7840 57003 814 101378073 4233 55449 732 101561958
7840 57003 828 115706661 4233 55449 794 115897875
7840 57003 844 101378308 4233 55449 728 101562192
7840 57003 847 106299712 4233 55449 820 106489009
7840 57003 847 106299712 3606 55182 888 106489009
7840 57003 932 101373765 4234 55478 511 101557656
7840 57003 936 96926160 4233 55449 855 97098917
7840 57003 944 124188844 4233 55449 866 124377785
7840 57003 960 110870972 4233 55449 880 111065054
7840 57003 978 96928569 4234 55478 527 97101321
7841 56960 13 60894449 4347 55830 730 60918630
7841 56960 22 59298615 4347 55830 655 59321847
7841 56960 65 59274884 4347 55830 394 59298110
7841 56960 135 56286991 4347 55830 426 56308241
7841 56960 135 56286991 4349 55803 104 56308241
7841 56960 148 59214609 4349 55803 119 59237804
7841 56960 240 62215771 4347 55830 524 62240656
7841 56960 258 56221485 4347 55830 486 56242660
7841 56960 260 56221590 4349 55803 190 56242765
7841 56960 262 57673094 4349 55803 234 57695309
7841 56960 273 59151681 4349 55803 820 59174846
7841 56960 357 60580684 4349 55803 700 60604646
7841 56960 374 56106555 4349 55803 307 56127676
7841 56960 486 58896473 4349 55803 580 58919460
7841 56960 486 58896473 4348 55559 156 58919460
7841 56960 492 58882432 4349 55803 540 58905412
7841 56960 492 58882432 4348 55559 194 58905412
7841 56960 587 77935994 4233 55449 238 78023019
7841 56960 590 77936109 4233 55449 236 78023134
7841 56960 596 68362943 4233 55449 254 68398258
7841 56960 596 68362943 3606 55182 126 68398258
7841 56960 621 72954245 4233 55449 186 73017926
7841 56960 634 72954738 3606 55182 88 73018419
7841 56960 634 72954738 4233 55449 196 73018419
7841 56960 638 68366282 4233 55449 164 68401609
7841 56960 640 72954514 4233 55449 226 73018194
7841 56960 640 72954514 3606 55182 90 73018194
7841 56960 793 66756188 4349 55803 826 66781882
7841 56960 796 77946033 4234 55478 418 78033095
7841 56960 806 63748749 4347 55830 522 63774010
7841 56960 819 62215926 4349 55803 852 62240811
7841 56960 828 72947929 4234 55478 374 73011584
7841 56960 828 72947929 3609 55201 456 73011584
7841 56960 840 66777362 4347 55830 550 66803048
7841 56960 850 63771799 4347 55830 562 63797063
7841 56960 856 63799231 4349 55803 916 63824501
7841 56960 860 62261308 4347 55830 566 62286211
7841 56960 869 68375092 4347 55830 542 68410434
7841 56960 905 77950199 4234 55478 340 78037267
7841 56960 911 68376232 4234 55478 323 68411574
7841 56960 942 72943600 4234 55478 209 73007240
7841 56960 942 72943600 3609 55201 366 73007240
7841 56960 946 72945406 4234 55478 246 73009057
7841 56960 946 72945406 3609 55201 410 73009057
7841 56960 948 77951176 4234 55478 295 78038250
7841 56960 949 72942506 4234 55478 208 73006146
7842 56899 5 126337225 4275 55501 54 126527408
7842 56899 18 131568566 4275 55501 38 131761234
7842 56899 24 124660219 4275 55501 46 124849419
7842 56899 92 115681960 4275 55501 164 115873223
7842 56899 104 126406423 4275 55501 180 126596651
7842 56899 107 126425093 4275 55501 174 126615309
7842 56899 112 128193562 4275 55501 220 128384563
7842 56899 133 122726342 3639 55205 824 122914734
7842 56899 133 122726342 4231 55444 782 122914734
7842 56899 152 129929913 4275 55501 213 130121819
7842 56899 173 115679092 4231 55444 742 115870363
7842 56899 173 115679092 3639 55205 750 115870363
7842 56899 188 128219508 4275 55501 266 128410517
7842 56899 198 129952945 4275 55501 273 130144874
7842 56899 245 110901343 3639 55205 716 111095426
7842 56899 313 126516365 4275 55501 358 126706635
7842 56899 326 110901602 4231 55444 589 111095684
7842 56899 326 110901602 3639 55205 680 111095684
7842 56899 380 124825637 4275 55501 392 125014943
7842 56899 391 128312697 4275 55501 460 128503756
7842 56899 434 130067887 4275 55501 466 130259897
7842 56899 441 115670386 4230 55483 918 115861647
7842 56899 452 120122305 4230 55483 880 120317424
7842 56899 452 120122305 3639 55205 554 120317424
7842 56899 485 126615984 4276 55505 131 126806308
7842 56899 490 126615632 4276 55505 96 126805956
7842 56899 494 126616405 4276 55505 138 126806729
7842 56899 538 131828376 4275 55501 484 132021170
7842 56899 630 137044156 4274 55508 324 137238972
7842 56899 676 135238315 4275 55501 570 135432490
7842 56899 679 135237619 4275 55501 572 135431794
7842 56899 754 136990454 4274 55508 166 137185249
7842 56899 781 136961789 4274 55508 88 137156574
7842 56899 799 135172245 4275 55501 732 135366395
7842 56899 803 135132523 4275 55501 812 135326666
7842 56899 804 133387103 4275 55501 802 133580664
7842 56899 833 135132836 4275 55501 814 135326980
7842 56899 884 131627925 4275 55501 860 131820649
7842 56899 949 138579122 4272 55509 248 138774248
7842 56899 958 135057258 4272 55509 284 135251380
7842 56899 994 131588759 4273 55506 516 131781432
7843 56902 12 94207249 4232 55447 818 94369854
7843 56902 12 94207249 4233 55449 520 94369854
7843 56902 30 87929255 4232 55447 308 88055476
7843 56902 38 94209426 4232 55447 318 94372035
7843 56902 82 68342915 4232 55447 364 68378122
7843 56902 113 94211853 4232 55447 399 94374467
7843 56902 117 94211189 4232 55447 394 94373803
7843 56902 140 85088577 4232 55447 385 85204228
7843 56902 141 87925587 4231 55444 30 88051783
7843 56902 147 87925094 4231 55444 28 88051290
7843 56902 151 87925054 4232 55447 392 88051250
7843 56902 195 87923704 4231 55444 71 88049897
7843 56902 210 72973093 4232 55447 410 73036819
7843 56902 210 72973093 4231 55444 98 73036819
7843 56902 211 77908630 4231 55444 96 77995620
7843 56902 218 77910665 4232 55447 435 77997652
7843 56902 218 77910665 3639 55205 62 77997652
7843 56902 228 87922439 4232 55447 440 88048617
7843 56902 276 85092593 4231 55444 148 85208248
7843 56902 279 96896175 4231 55444 890 97068939
7843 56902 280 94215519 4232 55447 540 94378139
7843 56902 288 72976810 3639 55205 56 73040545
7843 56902 288 72976810 4231 55444 134 73040545
7843 56902 293 72976909 4231 55444 138 73040644
7843 56902 314 87920261 4232 55447 500 88046423
7843 56902 314 87920261 4231 55444 158 88046423
7843 56902 314 87920261 3639 55205 122 88046423
7843 56902 337 85095525 3639 55205 143 85211182
7843 56902 337 85095525 4231 55444 186 85211182
7843 56902 342 85096539 3639 55205 188 85212196
7843 56902 342 85096539 4231 55444 224 85212196
7843 56902 352 94217781 4231 55444 820 94380402
7843 56902 364 72980045 4231 55444 254 73043795
7843 56902 364 72980045 3639 55205 220 73043795
7843 56902 384 85096992 4231 55444 268 85212644
7843 56902 385 85097321 4231 55444 269 85212973
7843 56902 407 77899710 4231 55444 302 77986679
7843 56902 432 87915278 4231 55444 320 88041406
7843 56902 458 77897421 3639 55205 344 77984390
7843 56902 504 101406755 4231 55444 604 101590637
7843 56902 504 101406755 3639 55205 614 101590637
7843 56902 521 106264655 4231 55444 644 106454058
7843 56902 521 106264655 3639 55205 648 106454058
7843 56902 525 106264563 4230 55483 951 106453966
7843 56902 525 106264563 3639 55205 647 106453966
7843 56902 560 110901343 3639 55205 716 111095426
7843 56902 573 101403750 4231 55444 692 101587639
7843 56902 573 101403750 4230 55483 988 101587639
7843 56902 573 101403750 3639 55205 734 101587639
7843 56902 600 115677881 4231 55444 706 115869150
7843 56902 604 101401039 4231 55444 728 101584930
7843 56902 604 101401039 3639 55205 772 101584930
7843 56902 605 101401578 4231 55444 766 101585469
7843 56902 605 101401578 3639 55205 806 101585469
7843 56902 612 106269941 4231 55444 768 106459326
7843 56902 617 96890842 4231 55444 732 97063588
7843 56902 635 115679314 4231 55444 758 115870585
7843 56902 635 115679314 3639 55205 754 115870585
7843 56902 637 106270263 3639 55205 775 106459648
7843 56902 637 106270263 4231 55444 751 106459648
7843 56902 644 101399831 4231 55444 814 101583726
7843 56902 698 101398862 4232 55447 515 101582747
7843 56902 720 115681504 3639 55205 870 115872767
7843 56902 720 115681504 4231 55444 830 115872767
7843 56902 722 101398460 4231 55444 858 101582350
7843 56902 722 101398460 3639 55205 898 101582350
7843 56902 734 101397917 4232 55447 510 101581808
7843 56902 748 110895079 4231 55444 878 111089153
7843 56902 767 101397315 4231 55444 842 101581204
7843 56902 768 106276323 4232 55447 526 106465689
7843 56902 781 115684491 4232 55447 546 115875746
7843 56902 806 106276930 4232 55447 564 106466296
7843 56902 808 101395290 4232 55447 573 101579179
7843 56902 810 101396540 4232 55447 570 101580431
7843 56902 810 101396540 4231 55444 928 101580431
7843 56902 812 101395085 4232 55447 576 101578975
7843 56902 815 101395427 4231 55444 924 101579317
7843 56902 843 101395503 4231 55444 967 101579393
7843 56902 845 106278778 4232 55447 602 106468135
7843 56902 852 101395504 4232 55447 611 101579394
7843 56902 861 110889322 4231 55444 950 111083402
7843 56902 878 122644978 4232 55447 625 122833470
7843 56902 880 124634319 4273 55506 450 124823516
7843 56902 884 101394414 4232 55447 608 101578303
7843 56902 892 96901441 4232 55447 652 97074203
7843 56902 948 124606804 4273 55506 410 124795978
7843 56902 955 110888719 4232 55447 680 111082799
7843 56902 966 96904879 4232 55447 690 97077633
7843 56902 997 106286292 4232 55447 806 106475626
7844 56982 64 58882432 4349 55803 540 58905412
7844 56982 64 58882432 4348 55559 194 58905412
7844 56982 80 61938416 4348 55559 848 61963235
7844 56982 104 58882337 4349 55803 538 58905317
7844 56982 104 58882337 4348 55559 198 58905317
7844 56982 154 60345869 4348 55559 740 60369787
7844 56982 221 57350552 4348 55559 396 57372609
7844 56982 231 57361833 4348 55559 352 57383888
7844 56982 250 54480236 4348 55559 462 54500240
7844 56982 310 54480053 4348 55559 420 54500057
7844 56982 329 60284060 4348 55559 529 60307949
7844 56982 381 54442668 4348 55559 482 54462644
7844 56982 402 60257922 4350 55556 77 60281800
7844 56982 420 61784289 4350 55556 931 61809070
7844 56982 427 55810426 4350 55556 146 55831343
7844 56982 431 55810639 4350 55556 144 55831556
7844 56982 540 63272508 4350 55556 842 63297707
7844 56982 556 72973093 4232 55447 410 73036819
7844 56982 556 72973093 4231 55444 98 73036819
7844 56982 590 72972202 4231 55444 56 73035914
7844 56982 644 66347737 4348 55559 557 66373393
7844 56982 655 66347690 4350 55556 942 66373346
7844 56982 660 64845742 4350 55556 958 64871236
7844 56982 663 85086338 4232 55447 342 85201991
7844 56982 671 68344171 4232 55447 330 68379383
7844 56982 711 72967900 4232 55447 338 73031604
7844 56982 722 66393878 4348 55559 582 66419536
7844 56982 742 85082823 4232 55447 226 85198486
7844 56982 759 68348526 4232 55447 252 68383753
7844 56982 820 66441194 4348 55559 716 66466859
7844 56982 826 77922781 4232 55447 194 78009774
7844 56982 873 68350827 4232 55447 124 68386070
7844 56982 875 68353003 3606 55182 336 68388247
7844 56982 875 68353003 4233 55449 428 68388247
7844 56982 878 72962455 3606 55182 372 73026144
7844 56982 878 72962455 4233 55449 422 73026144
7844 56982 878 72962455 4232 55447 96 73026144
7844 56982 949 72958631 3606 55182 256 73022320
7844 56982 949 72958631 4233 55449 351 73022320
7844 56982 953 72959721 3606 55182 257 73023410
7844 56982 953 72959721 4233 55449 348 73023410
7844 56982 959 72959298 4233 55449 398 73022987
7844 56982 979 63485592 4348 55559 918 63510864
7844 56982 980 63475875 4349 55803 557 63501144
7844 56982 980 63475875 4348 55559 880 63501144
7844 56982 985 68358150 4233 55449 306 68393433
7845 56980 12 58743593 4350 55556 72 58766507
7845 56980 25 57273378 4350 55556 112 57295401
7845 56980 48 53120424 4350 55556 216 53139539
7845 56980 54 54416679 4350 55556 180 54436633
7845 56980 156 60168096 4350 55556 310 60191894
7845 56980 157 60167890 4350 55556 740 60191688
7845 56980 170 54362409 4350 55556 338 54382331
7845 56980 186 57194097 4350 55556 346 57216055
7845 56980 213 53058043 4350 55556 370 53077112
7845 56980 219 54353730 4350 55556 328 54373647
7845 56980 268 55717553 4350 55556 428 55738376
7845 56980 320 58607739 4351 55538 18 58630555
7845 56980 360 58588552 4350 55556 476 58611369
7845 56980 378 51880137 4350 55556 450 51898442
7845 56980 396 58567557 4350 55556 496 58590360
7845 56980 402 53012897 4351 55538 44 53031942
7845 56980 434 57104727 4351 55538 110 57126672
