PLATE_E MJD_E FIBER_E THING_ID_E PLATE_B MJD_B FIBER_B THING_ID_B
7828 57039 220 74941651 4238 55455 168 75016338
7828 57039 220 74941651 3744 55209 296 75016338
7828 57039 228 78027509 3744 55209 341 78114745
7828 57039 238 88030713 4238 55455 198 88157374
7828 57039 238 88030713 4239 55458 492 88157374
7828 57039 238 88030713 3745 55234 496 88157374
7828 57039 242 64874251 4344 55557 747 64899741
7828 57039 260 74943932 4238 55455 258 75018617
7828 57039 260 74943932 3744 55209 364 75018617
7828 57039 262 78027026 3647 56596 228 78114263
7828 57039 262 78027026 3615 55179 226 78114263
7828 57039 262 78027026 3615 56544 224 78114263
7828 57039 262 78027026 3647 55181 228 78114263
7828 57039 262 78027026 3647 55827 230 78114263
7828 57039 262 78027026 3647 55241 228 78114263
7828 57039 262 78027026 4238 55455 227 78114263
7828 57039 262 78027026 3615 55208 230 78114263
7828 57039 262 78027026 3647 56568 222 78114263
7828 57039 262 78027026 3647 56219 226 78114263
7828 57039 262 78027026 3615 55445 226 78114263
7828 57039 262 78027026 3647 55945 264 78114263
7828 57039 262 78027026 3615 55856 224 78114263
7828 57039 264 74943644 4238 55455 254 75018329
7828 57039 264 74943644 3744 55209 378 75018329
7828 57039 310 82664732 4238 55455 270 82772619
7828 57039 320 88022177 4238 55455 314 88148765
7828 57039 322 64833152 4344 55557 676 64858651
7828 57039 325 64833261 4344 55557 671 64858760
7828 57039 350 88022270 4238 55455 316 88148856
7828 57039 356 88020236 4238 55455 348 88146817
7828 57039 372 68438223 3647 55945 210 68473784
7828 57039 372 68438223 3647 55241 254 68473784
7828 57039 372 68438223 3615 55179 294 68473784
7828 57039 372 68438223 3615 55208 284 68473784
7828 57039 372 68438223 3647 55476 248 68473784
7828 57039 372 68438223 3615 55445 288 68473784
7828 57039 372 68438223 4238 55455 323 68473784
7828 57039 372 68438223 3647 56568 246 68473784
7828 57039 372 68438223 3647 55827 244 68473784
7828 57039 372 68438223 3615 56544 298 68473784
7828 57039 372 68438223 3647 56596 250 68473784
7828 57039 372 68438223 3615 56219 282 68473784
7828 57039 372 68438223 3647 55181 250 68473784
7828 57039 372 68438223 3615 55856 286 68473784
7828 57039 372 68438223 3647 56219 246 68473784
7828 57039 376 74947447 3615 55856 298 75022135
7828 57039 376 74947447 3647 55827 296 75022135
7828 57039 376 74947447 4238 55455 332 75022135
7828 57039 376 74947447 3647 56596 296 75022135
7828 57039 376 74947447 3647 55241 290 75022135
7828 57039 376 74947447 3647 55945 260 75022135
7828 57039 376 74947447 3647 55476 288 75022135
7828 57039 376 74947447 3615 55208 294 75022135
7828 57039 376 74947447 3615 55445 298 75022135
7828 57039 376 74947447 3647 56219 300 75022135
7828 57039 376 74947447 3615 56219 292 75022135
7828 57039 376 74947447 3615 55179 298 75022135
7828 57039 376 74947447 3615 56544 294 75022135
7828 57039 376 74947447 3647 56568 296 75022135
7828 57039 376 74947447 3647 55181 300 75022135
7828 57039 392 88019163 4237 55478 10 88145742
7828 57039 394 82670143 4237 55478 32 82778052
7828 57039 394 82670143 4238 55455 384 82778052
7828 57039 406 66270356 4344 55557 584 66295997
7828 57039 481 82673545 4237 55478 134 82781458
7828 57039 481 82673545 4238 55455 468 82781458
7828 57039 500 88013210 4238 55455 476 88139750
7828 57039 500 88013210 4237 55478 146 88139750
7828 57039 542 110632201 3647 55476 586 110826966
7828 57039 542 110632201 3647 56219 566 110826966
7828 57039 542 110632201 3615 55445 563 110826966
7828 57039 542 110632201 3615 56544 583 110826966
7828 57039 542 110632201 3615 55179 567 110826966
7828 57039 542 110632201 3615 56219 563 110826966
7828 57039 542 110632201 3647 56596 568 110826966
7828 57039 542 110632201 3647 55945 528 110826966
7828 57039 542 110632201 3615 55208 563 110826966
7828 57039 542 110632201 3615 55856 563 110826966
7828 57039 542 110632201 3647 55827 562 110826966
7828 57039 542 110632201 3647 56568 572 110826966
7828 57039 542 110632201 3647 55241 564 110826966
7828 57039 542 110632201 4238 55455 556 110826966
7828 57039 542 110632201 3647 55181 566 110826966
7828 57039 546 116045026 3647 56596 638 116235317
7828 57039 546 116045026 3647 55476 610 116235317
7828 57039 546 116045026 3647 55945 674 116235317
7828 57039 546 116045026 3647 55181 628 116235317
7828 57039 546 116045026 4237 55478 941 116235317
7828 57039 546 116045026 3615 56544 616 116235317
7828 57039 546 116045026 3647 56219 624 116235317
7828 57039 546 116045026 3615 55208 632 116235317
7828 57039 546 116045026 3615 56219 632 116235317
7828 57039 546 116045026 3647 55241 638 116235317
7828 57039 546 116045026 3615 55856 626 116235317
7828 57039 546 116045026 3647 55827 638 116235317
7828 57039 546 116045026 3615 55179 634 116235317
7828 57039 546 116045026 3647 56568 638 116235317
7828 57039 556 106366202 4238 55455 599 106555387
7828 57039 556 106366202 4237 55478 958 106555387
7828 57039 560 103526965 4238 55455 606 103711742
7828 57039 560 103526965 4237 55478 934 103711742
7828 57039 564 103525419 4238 55455 616 103710195
7828 57039 564 103525419 4237 55478 972 103710195
7828 57039 568 103525770 3615 55179 654 103710546
7828 57039 568 103525770 3647 55241 649 103710546
7828 57039 568 103525770 3647 55827 649 103710546
7828 57039 568 103525770 3615 56219 654 103710546
7828 57039 568 103525770 3647 55181 651 103710546
7828 57039 568 103525770 3647 56596 649 103710546
7828 57039 568 103525770 3615 56544 662 103710546
7828 57039 568 103525770 3647 56568 643 103710546
7828 57039 568 103525770 4237 55478 976 103710546
7828 57039 568 103525770 3647 56219 647 103710546
7828 57039 568 103525770 3615 55445 650 103710546
7828 57039 568 103525770 3615 55208 644 103710546
7828 57039 568 103525770 3647 55945 605 103710546
7828 57039 568 103525770 3647 55476 661 103710546
7828 57039 568 103525770 3615 55856 660 103710546
7828 57039 582 122714605 3647 55181 664 122903019
7828 57039 582 122714605 3647 56219 668 122903019
7828 57039 582 122714605 3647 55945 706 122903019
7828 57039 582 122714605 3647 55827 670 122903019
7828 57039 582 122714605 3615 55179 670 122903019
7828 57039 582 122714605 3615 55445 670 122903019
7828 57039 582 122714605 3615 56544 646 122903019
7828 57039 582 122714605 3647 55476 644 122903019
7828 57039 582 122714605 3647 55241 670 122903019
7828 57039 582 122714605 3647 56568 666 122903019
7828 57039 582 122714605 3615 56219 670 122903019
7828 57039 582 122714605 3647 56596 670 122903019
7828 57039 582 122714605 3615 55208 670 122903019
7828 57039 582 122714605 4238 55455 634 122903019
7828 57039 582 122714605 3615 55856 678 122903019
7828 57039 588 110628681 3647 56568 676 110823446
7828 57039 588 110628681 3647 56219 678 110823446
7828 57039 588 110628681 3615 55445 676 110823446
7828 57039 588 110628681 3647 55827 674 110823446
7828 57039 588 110628681 3647 56596 672 110823446
7828 57039 588 110628681 3647 55241 674 110823446
7828 57039 588 110628681 3615 55179 676 110823446
7828 57039 588 110628681 3615 55856 668 110823446
7828 57039 588 110628681 3647 55476 660 110823446
7828 57039 588 110628681 3615 56219 676 110823446
7828 57039 588 110628681 3647 55945 710 110823446
7828 57039 588 110628681 3647 55181 676 110823446
7828 57039 588 110628681 3615 55208 676 110823446
7828 57039 588 110628681 4238 55455 635 110823446
7828 57039 588 110628681 3615 56544 652 110823446
7828 57039 603 103525918 4238 55455 649 103710694
7828 57039 603 103525918 4237 55478 975 103710694
7828 57039 603 103525918 3744 55209 508 103710694
7828 57039 608 96997788 4237 55478 979 97170604
7828 57039 614 103524187 4237 55478 963 103708964
7828 57039 628 117755110 3615 55179 714 117949168
7828 57039 628 117755110 3615 56544 696 117949168
7828 57039 628 117755110 3615 56219 714 117949168
7828 57039 628 117755110 3615 55856 716 117949168
7828 57039 628 117755110 3615 55208 720 117949168
7828 57039 628 117755110 3615 55445 720 117949168
7828 57039 628 117755110 3647 56568 716 117949168
7828 57039 628 117755110 3647 55945 752 117949168
7828 57039 628 117755110 4238 55455 678 117949168
7828 57039 628 117755110 3647 55241 716 117949168
7828 57039 628 117755110 3647 56596 716 117949168
7828 57039 628 117755110 3647 56219 718 117949168
7828 57039 628 117755110 3647 55827 716 117949168
7828 57039 628 117755110 3647 55476 696 117949168
7828 57039 628 117755110 3647 55181 718 117949168
7828 57039 636 110627658 3615 55856 722 110822423
7828 57039 636 110627658 3647 56219 730 110822423
7828 57039 636 110627658 3647 55181 724 110822423
7828 57039 636 110627658 3647 55945 682 110822423
7828 57039 636 110627658 3647 55827 724 110822423
7828 57039 636 110627658 3647 56568 688 110822423
7828 57039 636 110627658 4238 55455 686 110822423
7828 57039 636 110627658 3647 56596 724 110822423
7828 57039 636 110627658 3615 55445 724 110822423
7828 57039 636 110627658 3647 55476 732 110822423
7828 57039 636 110627658 3647 55241 722 110822423
7828 57039 636 110627658 3615 55179 722 110822423
7828 57039 636 110627658 3615 55208 722 110822423
7828 57039 636 110627658 3615 56544 724 110822423
7828 57039 636 110627658 3615 56219 722 110822423
7828 57039 638 106368778 3647 55827 684 106557960
7828 57039 638 106368778 3615 55856 688 106557960
7828 57039 638 106368778 3615 55179 688 106557960
7828 57039 638 106368778 3647 56219 684 106557960
7828 57039 638 106368778 3647 55945 652 106557960
7828 57039 638 106368778 3615 55445 684 106557960
7828 57039 638 106368778 4238 55455 644 106557960
7828 57039 638 106368778 3647 55476 702 106557960
7828 57039 638 106368778 3615 56219 688 106557960
7828 57039 638 106368778 3647 55181 684 106557960
7828 57039 638 106368778 3615 56544 708 106557960
7828 57039 638 106368778 3647 56568 684 106557960
7828 57039 638 106368778 3615 55208 690 106557960
7828 57039 638 106368778 3647 55241 686 106557960
7828 57039 638 106368778 3647 56596 694 106557960
7828 57039 639 106368754 4238 55455 648 106557936
7828 57039 640 106368594 3744 55209 504 106557776
7828 57039 640 106368594 4238 55455 643 106557776
7828 57039 640 106368594 4237 55478 990 106557776
7828 57039 641 106369646 3615 55445 685 106558829
7828 57039 641 106369646 3615 56219 693 106558829
7828 57039 641 106369646 3615 55856 699 106558829
7828 57039 641 106369646 3647 55476 712 106558829
7828 57039 641 106369646 3615 55208 691 106558829
7828 57039 641 106369646 4238 55455 684 106558829
7828 57039 641 106369646 3647 56596 684 106558829
7828 57039 641 106369646 3615 55179 693 106558829
7828 57039 641 106369646 3647 55827 690 106558829
7828 57039 641 106369646 3647 55241 690 106558829
7828 57039 641 106369646 3615 56544 713 106558829
7828 57039 641 106369646 3647 56568 700 106558829
7828 57039 641 106369646 3647 55945 646 106558829
7828 57039 641 106369646 4237 55478 988 106558829
7828 57039 641 106369646 3647 55181 692 106558829
7828 57039 641 106369646 3647 56219 692 106558829
7828 57039 656 94144351 3744 55209 496 94306839
7828 57039 656 94144351 4237 55478 38 94306839
7828 57039 658 94144711 3647 55827 358 94307199
7828 57039 658 94144711 3615 55445 354 94307199
7828 57039 658 94144711 3615 55179 354 94307199
7828 57039 658 94144711 3647 55476 358 94307199
7828 57039 658 94144711 3615 56219 352 94307199
7828 57039 658 94144711 3647 55241 352 94307199
7828 57039 658 94144711 4238 55455 396 94307199
7828 57039 658 94144711 3615 56544 352 94307199
7828 57039 658 94144711 3615 55208 348 94307199
7828 57039 664 117743570 4238 55455 702 117937614
7828 57039 671 117743031 4238 55455 716 117937077
7828 57039 689 106371135 3647 55476 722 106560315
7828 57039 689 106371135 3647 56596 726 106560315
7828 57039 689 106371135 3615 55179 724 106560315
7828 57039 689 106371135 3615 55208 730 106560315
7828 57039 689 106371135 3647 55827 730 106560315
7828 57039 689 106371135 3647 55181 734 106560315
7828 57039 689 106371135 3615 55445 730 106560315
7828 57039 689 106371135 3647 55945 684 106560315
7828 57039 689 106371135 3647 55241 726 106560315
7828 57039 689 106371135 3615 55856 730 106560315
7828 57039 689 106371135 3647 56219 728 106560315
7828 57039 689 106371135 3615 56219 730 106560315
7828 57039 689 106371135 4238 55455 722 106560315
7828 57039 689 106371135 3647 56568 736 106560315
7828 57039 689 106371135 3615 56544 728 106560315
7828 57039 690 97000345 4238 55455 700 97173168
7828 57039 692 97000233 4238 55455 732 97173056
7828 57039 692 97000233 3744 55209 573 97173056
7828 57039 699 94142531 4238 55455 698 94305011
7828 57039 700 94141939 4238 55455 739 94304417
7828 57039 712 110626381 4238 55455 712 110821146
7828 57039 737 94141126 4238 55455 277 94303605
7828 57039 744 122583390 4238 55455 790 122772166
7828 57039 744 122583390 3744 55209 584 122772166
7828 57039 776 97006453 3615 56544 799 97179253
7828 57039 776 97006453 3647 56596 774 97179253
7828 57039 776 97006453 4238 55455 776 97179253
7828 57039 776 97006453 3647 55476 782 97179253
7828 57039 776 97006453 3615 55208 779 97179253
7828 57039 776 97006453 3647 55945 728 97179253
7828 57039 776 97006453 3615 55179 779 97179253
7828 57039 776 97006453 3615 55856 773 97179253
7828 57039 776 97006453 3647 55181 780 97179253
7828 57039 776 97006453 3615 55445 779 97179253
7828 57039 776 97006453 3647 55241 780 97179253
7828 57039 776 97006453 3615 56219 779 97179253
7828 57039 776 97006453 3647 55827 778 97179253
7828 57039 776 97006453 3647 56568 772 97179253
7828 57039 776 97006453 3647 56219 780 97179253
7828 57039 777 97008692 3647 55827 818 97181487
7828 57039 777 97008692 3615 55208 818 97181487
7828 57039 777 97008692 4238 55455 812 97181487
7828 57039 777 97008692 3615 55179 814 97181487
7828 57039 777 97008692 3647 55476 834 97181487
7828 57039 777 97008692 3615 56219 820 97181487
7828 57039 777 97008692 3615 55445 808 97181487
7828 57039 777 97008692 3615 56544 840 97181487
7828 57039 777 97008692 4239 55458 520 97181487
7828 57039 777 97008692 3615 55856 818 97181487
7828 57039 777 97008692 3647 55241 818 97181487
7828 57039 777 97008692 3647 56568 814 97181487
7828 57039 777 97008692 3647 56596 806 97181487
7828 57039 777 97008692 3647 55181 820 97181487
7828 57039 777 97008692 3647 55945 776 97181487
7828 57039 777 97008692 3647 56219 820 97181487
7828 57039 795 110622935 4238 55455 802 110817700
7828 57039 795 110622935 3744 55209 650 110817700
7828 57039 798 110624015 4238 55455 785 110818780
7828 57039 798 110624015 3744 55209 639 110818780
7828 57039 806 97009033 4239 55458 512 97181828
7828 57039 806 97009033 4238 55455 814 97181828
7828 57039 806 97009033 3745 55234 518 97181828
7828 57039 821 117587824 3647 55827 830 117779269
7828 57039 821 117587824 3647 55241 830 117779269
7828 57039 821 117587824 3615 56544 810 117779269
7828 57039 821 117587824 3647 56596 830 117779269
7828 57039 821 117587824 3615 55445 832 117779269
7828 57039 821 117587824 3615 55179 832 117779269
7828 57039 821 117587824 3647 55476 812 117779269
7828 57039 821 117587824 3615 56219 828 117779269
7828 57039 821 117587824 3647 56219 836 117779269
7828 57039 821 117587824 3615 55856 826 117779269
7828 57039 821 117587824 4238 55455 788 117779269
7828 57039 821 117587824 3647 55945 872 117779269
7828 57039 821 117587824 3615 55208 828 117779269
7828 57039 821 117587824 3647 56568 824 117779269
7828 57039 821 117587824 3647 55181 866 117779269
7828 57039 832 110623392 4238 55455 840 110818157
7828 57039 832 110623392 3744 55209 680 110818157
7828 57039 832 110623392 4239 55458 550 110818157
7828 57039 840 106381642 4238 55455 815 106570768
7828 57039 840 106381642 4239 55458 510 106570768
7828 57039 840 106381642 3744 55209 684 106570768
7828 57039 852 103516262 3745 55234 538 103701048
7828 57039 852 103516262 4239 55458 570 103701048
7828 57039 858 94137126 3615 55445 120 94299605
7828 57039 858 94137126 3615 55208 120 94299605
7828 57039 858 94137126 4239 55458 579 94299605
7828 57039 858 94137126 3647 55241 140 94299605
7828 57039 858 94137126 3647 55476 110 94299605
7828 57039 858 94137126 3647 56596 120 94299605
7828 57039 858 94137126 3615 56219 116 94299605
7828 57039 858 94137126 3615 55179 120 94299605
7828 57039 858 94137126 3647 55945 160 94299605
7828 57039 858 94137126 3647 56568 120 94299605
7828 57039 858 94137126 3615 56544 114 94299605
7828 57039 858 94137126 3615 55856 120 94299605
7828 57039 858 94137126 3647 56219 120 94299605
7828 57039 858 94137126 3647 55827 118 94299605
7828 57039 858 94137126 3647 55181 138 94299605
7828 57039 858 94137126 4238 55455 900 94299605
7828 57039 862 120184677 3744 55209 746 120379692
7828 57039 862 120184677 4238 55455 874 120379692
7828 57039 896 97021342 4238 55455 936 97194122
7828 57039 896 97021342 3744 55209 778 97194122
7828 57039 901 120184696 4239 55458 586 120379711
7828 57039 901 120184696 3744 55209 750 120379711
7828 57039 901 120184696 4238 55455 916 120379711
7828 57039 918 106392500 4239 55458 612 106581600
7828 57039 918 106392500 3744 55209 804 106581600
7828 57039 918 106392500 4238 55455 923 106581600
7828 57039 919 106389214 4238 55455 926 106578316
7828 57039 919 106389214 3745 55234 564 106578316
7828 57039 919 106389214 4239 55458 614 106578316
7828 57039 926 97021454 3647 56596 980 97194234
7828 57039 926 97021454 4239 55458 658 97194234
7828 57039 926 97021454 3647 55241 978 97194234
7828 57039 926 97021454 3615 55208 978 97194234
7828 57039 926 97021454 3615 55179 978 97194234
7828 57039 926 97021454 3647 56568 976 97194234
7828 57039 926 97021454 3647 55181 978 97194234
7828 57039 926 97021454 3615 56544 978 97194234
7828 57039 926 97021454 3615 56219 958 97194234
7828 57039 926 97021454 3615 55856 954 97194234
7828 57039 926 97021454 3647 55945 940 97194234
7828 57039 926 97021454 3647 55827 958 97194234
7828 57039 926 97021454 3615 55445 966 97194234
7828 57039 926 97021454 4238 55455 978 97194234
7828 57039 926 97021454 3647 56219 978 97194234
7828 57039 926 97021454 3647 55476 980 97194234
7828 57039 934 103512294 3744 55209 812 103697092
7828 57039 934 103512294 4239 55458 644 103697092
7828 57039 938 103512661 4238 55455 962 103697459
7828 57039 938 103512661 3744 55209 808 103697459
7828 57039 942 110618848 4238 55455 960 110813613
7828 57039 942 110618848 4239 55458 634 110813613
7828 57039 942 110618848 3744 55209 798 110813613
7828 57039 954 106394888 4238 55455 990 106583990
7828 57039 961 103512373 4239 55458 652 103697171
7828 57039 961 103512373 3745 55234 604 103697171
7828 57039 986 94132559 4238 55455 17 94295047
7828 57039 986 94132559 3650 55244 497 94295047
7828 57039 996 103510940 3745 55234 696 103695741
7828 57039 996 103510940 4239 55458 730 103695741
7829 57011 36 59255137 4343 55540 820 59278337
7829 57011 41 52650183 4343 55540 216 52669001
7829 57011 84 51467839 4343 55540 328 51485962
7829 57011 88 52513009 4343 55540 374 52531721
7829 57011 114 56271684 4343 55540 302 56292916
7829 57011 230 57547610 4343 55540 469 57569768
7829 57011 235 58996384 4343 55540 536 59019447
7829 57011 258 53367459 4386 55540 862 53386805
7829 57011 266 56032085 4343 55540 496 56053160
7829 57011 300 54809674 4343 55540 488 54829877
7829 57011 300 54809674 4344 55557 46 54829877
7829 57011 304 57478669 4344 55557 36 57500782
7829 57011 346 57421146 4344 55557 116 57443236
7829 57011 445 52040833 4386 55540 600 52059193
7829 57011 502 68454189 4238 55455 82 68489822
7829 57011 503 68454783 4239 55458 446 68490418
7829 57011 503 68454783 3744 55209 242 68490418
7829 57011 503 68454783 4238 55455 44 68490418
7829 57011 602 72706975 4239 55458 408 72768244
7829 57011 602 72706975 4238 55455 50 72768244
7829 57011 602 72706975 3745 55234 420 72768244
7829 57011 612 64996166 4344 55557 869 65021675
7829 57011 641 65034934 4344 55557 916 65060442
7829 57011 650 68788005 4239 55458 364 68826186
7829 57011 650 68788005 3744 55209 214 68826186
7829 57011 681 68785586 4239 55458 292 68823759
7829 57011 681 68785586 3744 55209 54 68823759
7829 57011 707 61985356 4344 55557 926 62010198
7829 57011 710 61985640 4344 55557 938 62010482
7829 57011 725 62055368 4343 55540 527 62080232
7829 57011 764 68783577 3745 55234 281 68821746
7829 57011 771 68783463 4239 55458 242 68821631
7829 57011 771 68783463 3745 55234 284 68821631
7829 57011 788 62055409 4344 55557 992 62080273
7829 57011 835 60617853 4343 55540 578 60641837
7829 57011 894 60689990 4343 55540 686 60714039
7829 57011 944 66834307 4343 55540 783 66860009
7829 57011 953 66806620 4343 55540 744 66832314
7829 57011 974 59223468 4343 55540 770 59246659
7829 57011 990 60853704 4343 55540 854 60877863
7830 57043 10 117906028 4237 55478 748 118100151
7830 57043 78 128387137 4267 55484 34 128578237
7830 57043 120 122952595 4237 55478 628 123141017
7830 57043 130 124987774 4267 55484 90 125177198
7830 57043 142 124987467 4267 55484 133 125176891
7830 57043 145 125016785 4267 55484 131 125206225
7830 57043 174 123000863 4236 55479 942 123189319
7830 57043 176 123000871 4236 55479 943 123189327
7830 57043 187 126724663 4267 55484 168 126915046
7830 57043 192 125051822 4267 55484 180 125241291
7830 57043 206 112906127 4236 55479 910 113095402
7830 57043 250 117454533 4236 55479 876 117645971
7830 57043 263 126777801 4267 55484 212 126968220
7830 57043 267 126808900 4267 55484 260 126999325
7830 57043 282 106347419 4236 55479 848 106536628
7830 57043 334 118066359 4236 55479 750 118260619
7830 57043 336 118066177 4236 55479 784 118260436
7830 57043 363 112910626 4236 55479 762 113099901
7830 57043 364 112911444 4236 55479 720 113100717
7830 57043 381 125189862 4267 55484 330 125379455
7830 57043 405 110839063 4236 55479 700 111033148
7830 57043 410 118087739 4236 55479 706 118282035
7830 57043 420 123125823 4236 55479 718 123314361
7830 57043 564 133872848 4269 55502 985 134066567
7830 57043 581 137426425 4266 55486 99 137621322
7830 57043 581 137426425 4267 55484 598 137621322
7830 57043 608 132140436 4267 55484 660 132333400
7830 57043 691 132069158 4267 55484 740 132262081
7830 57043 734 130291841 4267 55484 266 130483914
7830 57043 752 137266496 4267 55484 760 137461348
7830 57043 765 132013696 4267 55484 240 132206590
7830 57043 816 131966140 4267 55484 152 132159009
7830 57043 944 137092950 4264 55506 182 137287767
7830 57043 971 131854616 4265 55505 442 132047426
7830 57043 1000 131788022 4265 55505 375 131980801
7831 57016 36 88013291 4238 55455 466 88139831
7831 57016 42 68433126 3647 55181 452 68468674
7831 57016 42 68433126 3647 56596 446 68468674
7831 57016 42 68433126 3615 55445 452 68468674
7831 57016 42 68433126 3615 56219 456 68468674
7831 57016 42 68433126 3615 55179 452 68468674
7831 57016 42 68433126 3647 55241 448 68468674
7831 57016 42 68433126 3647 55476 460 68468674
7831 57016 42 68433126 3647 56219 452 68468674
7831 57016 42 68433126 3647 55827 446 68468674
7831 57016 42 68433126 3615 56544 456 68468674
7831 57016 42 68433126 4238 55455 442 68468674
7831 57016 42 68433126 3647 55945 412 68468674
7831 57016 42 68433126 3615 55856 452 68468674
7831 57016 42 68433126 3615 55208 456 68468674
7831 57016 42 68433126 3647 56568 446 68468674
7831 57016 46 68429217 4237 55478 166 68464735
7831 57016 50 74953467 4237 55478 121 75028162
7831 57016 56 74953533 4237 55478 126 75028228
7831 57016 56 74953533 4238 55455 446 75028228
7831 57016 74 82677420 4237 55478 189 82785346
7831 57016 77 88011726 3647 55476 476 88138247
7831 57016 77 88011726 3615 55179 480 88138247
7831 57016 77 88011726 3647 55945 498 88138247
7831 57016 77 88011726 3647 55181 474 88138247
7831 57016 77 88011726 4238 55455 484 88138247
7831 57016 77 88011726 4237 55478 184 88138247
7831 57016 77 88011726 3647 56568 480 88138247
7831 57016 78 88011664 4237 55478 196 88138185
7831 57016 85 68429103 4237 55478 164 68464621
7831 57016 100 78008013 4237 55478 180 78095182
7831 57016 122 68426109 4237 55478 250 68461622
7831 57016 123 73267862 4237 55478 260 73334702
7831 57016 149 82678807 4237 55478 221 82786729
7831 57016 186 78002136 4237 55478 264 78089293
7831 57016 191 82681463 4237 55478 310 82789384
7831 57016 204 66076054 4345 55569 750 66101684
7831 57016 276 88005649 4236 55479 16 88132152
7831 57016 276 88005649 4237 55478 317 88132152
7831 57016 278 88003301 4237 55478 360 88129798
7831 57016 289 68419853 4237 55478 380 68455353
7831 57016 314 82683201 4237 55478 342 82791131
7831 57016 314 82683201 4236 55479 21 82791131
7831 57016 316 88002979 4237 55478 348 88129476
7831 57016 316 88002979 4236 55479 12 88129476
7831 57016 340 77994680 4237 55478 413 78081827
7831 57016 347 77995297 4237 55478 411 78082444
7831 57016 360 88000067 4237 55478 400 88126549
7831 57016 392 82686978 4237 55478 430 82794910
7831 57016 396 82688388 4237 55478 464 82796320
7831 57016 396 82688388 4236 55479 110 82796320
7831 57016 417 74964042 4237 55478 444 75038757
7831 57016 417 74964042 4236 55479 132 75038757
7831 57016 418 77994079 4237 55478 450 78081219
7831 57016 454 74967260 4236 55479 210 75041980
7831 57016 456 74966825 4236 55479 214 75041545
7831 57016 494 82693102 4236 55479 274 82801043
7831 57016 512 96967855 4236 55479 740 97140648
7831 57016 522 96970042 4236 55479 778 97142828
7831 57016 552 106346414 4236 55479 772 106535621
7831 57016 581 118021334 4236 55479 901 118215538
7831 57016 604 96975308 4237 55478 526 97148097
7831 57016 604 96975308 4236 55479 894 97148097
7831 57016 616 96975173 4236 55479 896 97147962
7831 57016 618 96975977 4236 55479 924 97148766
7831 57016 618 96975977 4237 55478 576 97148766
7831 57016 691 94156600 4236 55479 62 94319104
7831 57016 700 94156373 4237 55478 618 94318877
7831 57016 706 122952595 4237 55478 628 123141017
7831 57016 728 103535946 4237 55478 642 103720713
7831 57016 732 101350872 4237 55478 694 101534724
7831 57016 766 101349677 4237 55478 684 101533532
7831 57016 778 92166826 4237 55478 318 92316172
7831 57016 780 92166747 4236 55479 14 92316093
7831 57016 793 106356517 4236 55479 984 106545713
7831 57016 796 106357634 4236 55479 996 106546825
7831 57016 796 106357634 4237 55478 691 106546825
7831 57016 807 101347799 4237 55478 732 101531652
7831 57016 822 122893451 4237 55478 742 123081847
7831 57016 827 117906028 4237 55478 748 118100151
7831 57016 854 96985335 4237 55478 737 97158129
7831 57016 858 94152714 4237 55478 276 94315208
7831 57016 886 96987543 4237 55478 764 97160345
7831 57016 954 110632486 4238 55455 548 110827251
7831 57016 954 110632486 4237 55478 908 110827251
7831 57016 971 106362747 4238 55455 540 106551939
7831 57016 971 106362747 4237 55478 843 106551939
7831 57016 988 96993631 4237 55478 940 97166434
7832 56904 11 58826561 4344 55557 229 58849517
7832 56904 17 58806240 4344 55557 239 58829193
7832 56904 42 53179288 4344 55557 328 53198458
7832 56904 62 57280770 4344 55557 344 57302809
7832 56904 100 54340271 4344 55557 374 54360179
7832 56904 112 58725047 4344 55557 394 58747958
7832 56904 140 55799883 4344 55557 422 55820782
7832 56904 152 60205180 4344 55557 565 60229025
7832 56904 168 54240517 4344 55557 456 54260374
7832 56904 186 57208491 4344 55557 473 57230459
7832 56904 244 53061603 4387 55534 788 53080673
7832 56904 300 54112201 4345 55569 6 54132015
7832 56904 386 57091244 4345 55569 142 57113172
7832 56904 424 58539518 4345 55569 194 58562318
7832 56904 502 64568116 4345 55569 720 64593528
7832 56904 542 73267862 4237 55478 260 73334702
7832 56904 578 61555684 4345 55569 820 61580312
7832 56904 649 63113454 4345 55569 886 63138597
7832 56904 652 61617505 4345 55569 892 61642148
7832 56904 674 68429217 4237 55478 166 68464735
7832 56904 725 64728007 4345 55569 970 64753478
7832 56904 768 63220702 4345 55569 992 63245889
7832 56904 834 66270356 4344 55557 584 66295997
7832 56904 843 64795490 4344 55557 570 64820985
7832 56904 846 61742470 4344 55557 579 61767214
7832 56904 853 61742506 4344 55557 564 61767250
7832 56904 864 74947447 3615 55856 298 75022135
7832 56904 864 74947447 3647 55827 296 75022135
7832 56904 864 74947447 4238 55455 332 75022135
7832 56904 864 74947447 3647 56596 296 75022135
7832 56904 864 74947447 3647 55241 290 75022135
7832 56904 864 74947447 3647 55945 260 75022135
7832 56904 864 74947447 3647 55476 288 75022135
7832 56904 864 74947447 3615 55208 294 75022135
7832 56904 864 74947447 3615 55445 298 75022135
7832 56904 864 74947447 3647 56219 300 75022135
7832 56904 864 74947447 3615 56219 292 75022135
7832 56904 864 74947447 3615 55179 298 75022135
7832 56904 864 74947447 3615 56544 294 75022135
7832 56904 864 74947447 3647 56568 296 75022135
7832 56904 864 74947447 3647 55181 300 75022135
7832 56904 914 64833261 4344 55557 671 64858760
7832 56904 916 64833264 4344 55557 714 64858763
